purchase_order_id,supplier_id,product_id,order_date,expected_delivery_date,quantity_ordered,unit_cost,purchase_order_status
PO000344,SUP00023,PROD00155,2026-03-03,2026-03-31,168,2.98,Received
PO000345,SUP00008,PROD00379,2025-05-23,2025-07-11,180,81.91,Received
PO000346,SUP00015,PROD00343,2026-01-05,2026-03-03,406,60.25,Received
PO000347,SUP00006,PROD00481,2025-08-06,2025-09-23,976,100.19,Received
PO000348,SUP00036,PROD00346,2026-03-19,2026-03-27,223,104.62,Received
PO000349,SUP00002,PROD00152,2025-11-20,2026-01-12,846,45.6,Received
PO000350,SUP00012,PROD00384,2025-03-09,2025-04-20,88,51.58,In Transit
PO000351,SUP00004,PROD00234,2026-06-27,2026-08-12,338,90.25,Received
PO000352,SUP00032,PROD00420,2026-06-14,2026-07-17,311,66.43,Received
PO000353,SUP00027,PROD00419,2025-04-26,2025-06-05,268,100.69,Received
PO000354,SUP00030,PROD00423,2025-08-10,2025-09-09,342,30.14,Received
PO000355,SUP00015,PROD00077,2025-05-31,2025-07-27,531,55.28,Received
PO000356,SUP00026,PROD00249,2025-09-14,2025-10-09,238,100.69,In Transit
PO000357,SUP00005,PROD00402,2025-07-14,2025-08-31,390,25.74,Received
PO000358,SUP00020,PROD00154,2026-03-08,2026-04-30,141,41.63,Received
PO000359,SUP00033,PROD00200,2025-04-23,2025-04-25,32,51.64,Received
PO000360,SUP00023,PROD00353,2025-09-07,2025-10-05,195,110.39,Received
PO000361,SUP00024,PROD00071,2026-01-07,2026-02-10,763,97.95,In Transit
PO000362,SUP00011,PROD00119,2025-06-16,2025-07-27,922,11.82,Received
PO000363,SUP00040,PROD00397,2025-10-14,2025-10-21,844,64.22,Received
PO000364,SUP00008,PROD00073,2025-03-04,2025-04-22,576,43.32,Received
PO000365,SUP00017,PROD00304,2025-01-25,2025-03-22,961,4.48,Received
PO000366,SUP00034,PROD00408,2026-01-14,2026-01-16,59,16.36,Received
PO000367,SUP00021,PROD00120,2026-06-10,2026-07-08,38,109.58,Received
PO000368,SUP00006,PROD00112,2025-09-25,2025-11-12,653,15.08,Received
PO000369,SUP00012,PROD00492,2025-08-28,2025-10-09,612,31.38,Received
PO000370,SUP00010,PROD00258,2025-08-14,2025-10-01,424,29.11,Received
PO000371,SUP00011,PROD00163,2026-06-21,2026-08-01,268,73.67,Received
PO000372,SUP00038,PROD00448,2025-06-26,2025-07-02,350,31.6,Received
PO000373,SUP00037,PROD00394,2026-07-04,2026-07-10,611,106.26,Received
PO000374,SUP00026,PROD00122,2025-08-25,2025-09-19,854,60.08,Received
PO000375,SUP00021,PROD00120,2026-05-01,2026-05-29,561,109.58,Received
PO000376,SUP00003,PROD00057,2025-08-15,2025-09-19,847,20.35,Received
PO000377,SUP00012,PROD00367,2025-10-30,2025-12-11,607,93.45,Received
PO000378,SUP00019,PROD00035,2026-07-10,2026-09-07,919,27.86,Cancelled
PO000379,SUP00004,PROD00214,2025-02-21,2025-04-08,494,61.41,Received
PO000380,SUP00018,PROD00472,2026-07-22,2026-08-29,174,85.1,Received
PO000381,SUP00008,PROD00489,2025-12-01,2026-01-19,292,20.0,In Transit
PO000382,SUP00038,PROD00417,2026-04-02,2026-04-08,465,33.0,Received
PO000383,SUP00039,PROD00209,2025-02-11,2025-02-16,440,55.14,Received
PO000384,SUP00006,PROD00167,2025-11-03,2025-12-21,907,113.33,Received
PO000385,SUP00030,PROD00137,2026-07-22,2026-08-21,159,20.2,Received
PO000386,SUP00019,PROD00204,2025-08-22,2025-10-20,867,77.04,Received
PO000387,SUP00038,PROD00378,2026-07-22,2026-07-28,890,45.57,Received
PO000388,SUP00003,PROD00407,2025-10-03,2025-11-07,208,8.33,Cancelled
PO000389,SUP00040,PROD00329,2026-07-10,2026-07-17,729,11.94,Received
PO000390,SUP00032,PROD00146,2025-04-08,2025-05-11,552,119.82,In Transit
PO000391,SUP00003,PROD00246,2026-06-30,2026-08-04,679,43.68,Received
PO000392,SUP00001,PROD00014,2026-01-27,2026-03-04,911,101.63,Received
PO000393,SUP00007,PROD00371,2025-05-28,2025-07-10,877,75.2,Received
PO000394,SUP00015,PROD00343,2026-05-14,2026-07-10,918,60.25,In Transit
PO000395,SUP00032,PROD00146,2026-05-09,2026-06-11,366,119.82,Received
PO000396,SUP00023,PROD00170,2025-04-19,2025-05-17,604,116.77,Received
PO000397,SUP00025,PROD00473,2026-03-09,2026-04-16,467,43.16,Received
PO000398,SUP00016,PROD00369,2025-10-30,2025-12-19,22,72.28,Received
PO000399,SUP00034,PROD00046,2026-06-10,2026-06-12,971,26.62,Received
PO000400,SUP00005,PROD00217,2026-04-13,2026-05-31,108,68.1,Cancelled
PO000401,SUP00027,PROD00285,2026-04-16,2026-05-26,65,113.07,Received
PO000402,SUP00023,PROD00235,2026-05-18,2026-06-15,365,73.07,Received
PO000403,SUP00023,PROD00357,2025-02-02,2025-03-02,808,99.69,Received
PO000404,SUP00025,PROD00259,2025-05-07,2025-06-14,403,90.55,In Transit
PO000405,SUP00037,PROD00305,2025-08-19,2025-08-25,518,17.13,Received
PO000406,SUP00002,PROD00210,2026-03-15,2026-05-07,465,11.86,In Transit
PO000407,SUP00023,PROD00098,2026-03-01,2026-03-29,882,65.43,Received
PO000408,SUP00031,PROD00464,2025-12-19,2026-01-20,124,91.99,Received
PO000409,SUP00023,PROD00235,2025-02-22,2025-03-22,81,73.07,Received
PO000410,SUP00031,PROD00203,2026-02-01,2026-03-05,332,38.68,Received
PO000411,SUP00017,PROD00093,2025-11-13,2026-01-08,668,47.1,Received
PO000412,SUP00007,PROD00429,2025-05-18,2025-06-30,900,92.65,Received
PO000413,SUP00016,PROD00110,2025-09-11,2025-10-31,298,38.98,Received
PO000414,SUP00016,PROD00321,2025-01-29,2025-03-20,198,35.33,Received
PO000415,SUP00028,PROD00461,2026-07-16,2026-08-11,320,26.16,Received
PO000416,SUP00010,PROD00225,2025-10-22,2025-12-09,689,67.86,Received
PO000417,SUP00009,PROD00106,2026-01-23,2026-03-03,519,28.46,Received
PO000418,SUP00018,PROD00164,2025-03-23,2025-04-30,335,84.53,Received
PO000419,SUP00030,PROD00439,2025-09-28,2025-10-28,991,35.85,In Transit
PO000420,SUP00037,PROD00092,2025-11-01,2025-11-07,62,75.09,Received
PO000421,SUP00015,PROD00097,2025-06-29,2025-08-25,767,115.57,Received
PO000422,SUP00010,PROD00223,2026-06-12,2026-07-30,51,117.44,Received
PO000423,SUP00037,PROD00032,2025-02-16,2025-02-22,223,24.19,Received
PO000424,SUP00020,PROD00241,2025-02-08,2025-04-02,356,68.68,Received
PO000425,SUP00026,PROD00298,2025-04-21,2025-05-16,509,97.84,Received
PO000426,SUP00003,PROD00121,2025-02-12,2025-03-19,105,72.97,In Transit
PO000427,SUP00022,PROD00253,2025-02-06,2025-03-09,572,12.72,Received
PO000428,SUP00008,PROD00069,2026-07-20,2026-09-07,362,99.18,In Transit
PO000429,SUP00015,PROD00151,2025-03-29,2025-05-25,396,89.58,Received
PO000430,SUP00014,PROD00400,2025-03-15,2025-05-10,669,62.68,Received
PO000431,SUP00019,PROD00049,2025-08-25,2025-10-23,865,47.31,Received
PO000432,SUP00039,PROD00226,2026-07-05,2026-07-10,779,104.64,Received
PO000433,SUP00032,PROD00218,2026-02-10,2026-03-15,259,94.35,In Transit
PO000434,SUP00038,PROD00417,2025-03-06,2025-03-12,495,33.0,Cancelled
PO000435,SUP00031,PROD00008,2026-02-18,2026-03-22,506,82.27,Received
PO000436,SUP00024,PROD00373,2026-01-20,2026-02-23,773,39.83,Received
PO000437,SUP00032,PROD00328,2026-05-13,2026-06-15,170,46.99,Received
PO000438,SUP00029,PROD00274,2026-04-03,2026-05-02,586,116.04,Received
PO000439,SUP00029,PROD00393,2025-08-03,2025-09-01,941,83.05,Cancelled
PO000440,SUP00033,PROD00255,2025-02-21,2025-02-23,173,51.06,Received
PO000441,SUP00012,PROD00416,2025-08-04,2025-09-15,705,68.25,Received
PO000442,SUP00021,PROD00276,2025-08-26,2025-09-23,417,104.11,Received
PO000443,SUP00004,PROD00320,2025-03-20,2025-05-05,628,85.25,Received
PO000444,SUP00019,PROD00368,2026-06-07,2026-08-05,624,8.19,Cancelled
PO000445,SUP00032,PROD00387,2026-02-15,2026-03-20,329,19.4,Received
PO000446,SUP00010,PROD00258,2025-08-31,2025-10-18,558,29.11,Received
PO000447,SUP00007,PROD00371,2025-09-01,2025-10-14,308,75.2,Received
PO000448,SUP00008,PROD00318,2025-09-29,2025-11-17,20,84.03,In Transit
PO000449,SUP00023,PROD00205,2025-03-24,2025-04-21,959,97.15,Received
PO000450,SUP00019,PROD00035,2026-03-08,2026-05-06,691,27.86,Received
PO000451,SUP00032,PROD00053,2026-01-27,2026-03-01,701,7.39,Received
PO000452,SUP00014,PROD00007,2025-12-09,2026-02-03,270,117.98,Received
PO000453,SUP00005,PROD00188,2026-02-24,2026-04-13,196,97.66,Received
PO000454,SUP00019,PROD00480,2025-01-20,2025-03-20,526,64.5,Received
PO000455,SUP00005,PROD00496,2025-07-21,2025-09-07,191,85.41,Received
PO000456,SUP00009,PROD00340,2025-01-25,2025-03-05,696,70.3,Received
PO000457,SUP00014,PROD00267,2026-04-23,2026-06-18,813,91.02,Received
PO000458,SUP00033,PROD00196,2025-06-02,2025-06-04,617,71.31,Received
PO000459,SUP00032,PROD00466,2025-11-23,2025-12-26,749,43.75,Received
PO000460,SUP00018,PROD00257,2025-09-26,2025-11-03,209,71.31,Received
PO000461,SUP00012,PROD00140,2025-09-09,2025-10-21,366,75.98,Received
PO000462,SUP00037,PROD00156,2025-02-26,2025-03-04,586,88.3,Received
PO000463,SUP00020,PROD00282,2025-08-13,2025-10-05,969,11.64,Received
PO000464,SUP00010,PROD00101,2026-07-21,2026-09-07,463,119.35,Received
PO000465,SUP00002,PROD00123,2026-04-04,2026-05-27,189,10.5,Received
PO000466,SUP00004,PROD00478,2025-11-05,2025-12-21,866,38.38,Received
PO000467,SUP00010,PROD00399,2025-02-26,2025-04-15,703,86.44,In Transit
PO000468,SUP00029,PROD00183,2025-08-20,2025-09-18,569,72.05,Cancelled
PO000469,SUP00007,PROD00454,2025-11-18,2025-12-31,498,83.65,Received
PO000470,SUP00010,PROD00465,2026-04-29,2026-06-16,262,117.7,Received
PO000471,SUP00007,PROD00411,2025-02-23,2025-04-07,778,91.38,Received
PO000472,SUP00019,PROD00049,2026-02-02,2026-04-02,425,47.31,Received
PO000473,SUP00013,PROD00335,2026-02-05,2026-03-12,172,116.36,In Transit
PO000474,SUP00005,PROD00294,2025-09-29,2025-11-16,89,37.38,Received
PO000475,SUP00038,PROD00417,2025-05-31,2025-06-06,223,33.0,Received
PO000476,SUP00015,PROD00251,2025-04-05,2025-06-01,120,90.83,Received
PO000477,SUP00033,PROD00317,2025-10-15,2025-10-17,746,108.02,Received
PO000478,SUP00024,PROD00166,2025-11-11,2025-12-15,622,89.62,Received
PO000479,SUP00028,PROD00159,2026-03-02,2026-03-28,747,23.22,Received
PO000480,SUP00012,PROD00207,2025-10-30,2025-12-11,48,16.15,Received
PO000481,SUP00032,PROD00420,2026-06-05,2026-07-08,744,66.43,Received
PO000482,SUP00040,PROD00313,2025-07-03,2025-07-10,609,57.58,Received
PO000483,SUP00040,PROD00329,2026-02-07,2026-02-14,272,11.94,Received
PO000484,SUP00023,PROD00353,2025-09-20,2025-10-18,529,110.39,In Transit
PO000485,SUP00027,PROD00063,2025-01-18,2025-02-27,130,83.07,Received
PO000486,SUP00010,PROD00399,2025-01-17,2025-03-06,197,86.44,Received
PO000487,SUP00031,PROD00300,2026-04-05,2026-05-07,997,70.93,Received
PO000488,SUP00038,PROD00417,2025-03-22,2025-03-28,487,33.0,In Transit
PO000489,SUP00004,PROD00498,2025-02-17,2025-04-04,121,119.16,Received
PO000490,SUP00015,PROD00107,2025-10-10,2025-12-06,512,74.34,Received
PO000491,SUP00022,PROD00470,2025-12-27,2026-01-27,545,103.24,Received
PO000492,SUP00005,PROD00188,2025-05-27,2025-07-14,869,97.66,Received
PO000493,SUP00015,PROD00233,2025-06-12,2025-08-08,632,68.6,Received
PO000494,SUP00032,PROD00236,2025-03-08,2025-04-10,269,68.5,Received
PO000495,SUP00036,PROD00485,2025-06-03,2025-06-11,321,69.0,In Transit
PO000496,SUP00031,PROD00211,2025-01-29,2025-03-02,467,15.04,Received
PO000497,SUP00003,PROD00246,2025-09-24,2025-10-29,460,43.68,Received
PO000498,SUP00024,PROD00019,2025-11-11,2025-12-15,642,53.42,Received
PO000499,SUP00014,PROD00400,2026-07-04,2026-08-29,185,62.68,Cancelled
PO000500,SUP00019,PROD00290,2026-03-15,2026-05-13,741,95.94,Received
PO000501,SUP00035,PROD00323,2026-06-23,2026-06-26,24,17.07,Received
PO000502,SUP00028,PROD00013,2025-09-07,2025-10-03,385,31.44,Received
PO000503,SUP00004,PROD00234,2026-07-09,2026-08-24,561,90.25,Received
PO000504,SUP00023,PROD00213,2026-04-17,2026-05-15,340,45.71,Received
PO000505,SUP00040,PROD00397,2025-05-17,2025-05-24,291,64.22,Received
PO000506,SUP00006,PROD00113,2025-01-25,2025-03-14,50,56.91,Received
PO000507,SUP00024,PROD00117,2026-02-26,2026-04-01,285,97.57,Received
PO000508,SUP00016,PROD00483,2026-04-22,2026-06-11,694,50.4,Received
PO000509,SUP00004,PROD00136,2026-02-08,2026-03-26,230,7.39,Received
PO000510,SUP00030,PROD00409,2026-01-12,2026-02-11,159,44.2,In Transit
PO000511,SUP00003,PROD00165,2025-08-23,2025-09-27,1000,6.67,In Transit
PO000512,SUP00005,PROD00431,2025-02-07,2025-03-27,949,39.69,Received
PO000513,SUP00037,PROD00128,2026-05-06,2026-05-12,327,104.87,Received
PO000514,SUP00005,PROD00414,2025-06-08,2025-07-26,70,34.42,Received
PO000515,SUP00036,PROD00179,2025-04-12,2025-04-20,156,97.28,Received
PO000516,SUP00018,PROD00238,2025-09-30,2025-11-07,749,84.52,In Transit
PO000517,SUP00034,PROD00004,2025-12-25,2025-12-27,561,67.28,In Transit
PO000518,SUP00040,PROD00445,2025-03-10,2025-03-17,778,111.16,In Transit
PO000519,SUP00022,PROD00271,2026-05-22,2026-06-22,648,117.4,Received
PO000520,SUP00040,PROD00397,2025-11-22,2025-11-29,67,64.22,Received
PO000521,SUP00014,PROD00400,2026-01-09,2026-03-06,161,62.68,In Transit
PO000522,SUP00022,PROD00006,2025-12-08,2026-01-08,304,61.56,Received
PO000523,SUP00005,PROD00431,2026-03-10,2026-04-27,932,39.69,In Transit
PO000524,SUP00032,PROD00286,2025-11-12,2025-12-15,508,90.58,Received
PO000525,SUP00005,PROD00068,2025-05-31,2025-07-18,837,34.3,Received
PO000526,SUP00018,PROD00148,2025-09-29,2025-11-06,574,40.81,Received
PO000527,SUP00036,PROD00450,2025-07-19,2025-07-27,39,47.9,Received
PO000528,SUP00022,PROD00176,2025-02-20,2025-03-23,367,37.79,In Transit
PO000529,SUP00011,PROD00083,2026-03-14,2026-04-24,80,95.92,In Transit
PO000530,SUP00011,PROD00316,2025-04-23,2025-06-03,903,16.56,Received
PO000531,SUP00028,PROD00452,2025-01-30,2025-02-25,292,29.83,Received
PO000532,SUP00024,PROD00019,2026-03-08,2026-04-11,273,53.42,Received
PO000533,SUP00023,PROD00359,2025-11-21,2025-12-19,98,119.24,Received
PO000534,SUP00040,PROD00239,2026-04-12,2026-04-19,293,29.73,Received
PO000535,SUP00031,PROD00168,2025-03-31,2025-05-02,633,56.39,Received
PO000536,SUP00019,PROD00290,2025-10-27,2025-12-25,656,95.94,Received
PO000537,SUP00014,PROD00090,2025-12-26,2026-02-20,265,65.54,In Transit
PO000538,SUP00037,PROD00156,2025-06-30,2025-07-06,168,88.3,Received
PO000539,SUP00023,PROD00345,2025-04-24,2025-05-22,930,115.31,Received
PO000540,SUP00023,PROD00155,2026-06-16,2026-07-14,887,2.98,Received
PO000541,SUP00023,PROD00235,2025-11-12,2025-12-10,945,73.07,Received
PO000542,SUP00029,PROD00182,2025-04-05,2025-05-04,917,44.65,Received
PO000543,SUP00033,PROD00085,2025-10-09,2025-10-11,844,92.8,Received
PO000544,SUP00023,PROD00235,2026-07-09,2026-08-06,932,73.07,In Transit
PO000545,SUP00033,PROD00184,2025-04-08,2025-04-10,984,72.08,In Transit
PO000546,SUP00012,PROD00416,2026-03-26,2026-05-07,410,68.25,Received
PO000547,SUP00001,PROD00059,2025-05-12,2025-06-17,604,29.89,In Transit
PO000548,SUP00020,PROD00241,2025-09-13,2025-11-05,557,68.68,Received
PO000549,SUP00005,PROD00068,2026-04-21,2026-06-08,973,34.3,Received
PO000550,SUP00027,PROD00078,2025-12-29,2026-02-07,885,17.58,In Transit
PO000551,SUP00016,PROD00086,2026-04-25,2026-06-14,107,102.57,Received
PO000552,SUP00004,PROD00234,2025-08-04,2025-09-19,947,90.25,Received
PO000553,SUP00035,PROD00323,2025-05-05,2025-05-08,653,17.07,Received
PO000554,SUP00035,PROD00444,2025-02-23,2025-02-26,815,109.39,Received
PO000555,SUP00005,PROD00414,2025-08-13,2025-09-30,676,34.42,Received
PO000556,SUP00031,PROD00266,2025-05-02,2025-06-03,155,107.04,Received
PO000557,SUP00008,PROD00355,2026-03-12,2026-04-30,998,61.75,Received
PO000558,SUP00022,PROD00497,2026-04-18,2026-05-19,531,27.32,Received
PO000559,SUP00007,PROD00429,2025-03-11,2025-04-23,61,92.65,Received
PO000560,SUP00015,PROD00077,2025-07-09,2025-09-04,277,55.28,Cancelled
PO000561,SUP00035,PROD00444,2026-07-11,2026-07-14,608,109.39,Received
PO000562,SUP00021,PROD00021,2025-11-02,2025-11-30,813,34.52,Received
PO000563,SUP00021,PROD00198,2025-02-21,2025-03-21,415,29.48,Received
PO000564,SUP00031,PROD00095,2025-10-19,2025-11-20,493,110.22,Received
PO000565,SUP00021,PROD00302,2025-10-29,2025-11-26,749,106.49,Received
PO000566,SUP00009,PROD00018,2026-03-29,2026-05-07,395,25.78,Received
PO000567,SUP00039,PROD00050,2025-02-21,2025-02-26,389,41.44,Received
PO000568,SUP00009,PROD00435,2025-08-08,2025-09-16,418,17.84,Received
PO000569,SUP00004,PROD00024,2026-05-12,2026-06-27,760,76.24,Received
PO000570,SUP00023,PROD00353,2026-01-06,2026-02-03,148,110.39,Cancelled
PO000571,SUP00014,PROD00029,2025-06-26,2025-08-21,607,51.68,Received
PO000572,SUP00019,PROD00361,2026-02-16,2026-04-16,349,41.12,Received
PO000573,SUP00009,PROD00018,2025-04-14,2025-05-23,933,25.78,In Transit
PO000574,SUP00010,PROD00399,2025-02-19,2025-04-08,245,86.44,Received
PO000575,SUP00023,PROD00098,2025-11-16,2025-12-14,845,65.43,Received
PO000576,SUP00024,PROD00172,2025-08-19,2025-09-22,284,26.31,Received
PO000577,SUP00025,PROD00348,2025-08-26,2025-10-03,922,66.3,Received
PO000578,SUP00027,PROD00386,2025-12-30,2026-02-08,214,27.16,Received
PO000579,SUP00003,PROD00194,2026-04-11,2026-05-16,274,79.58,In Transit
PO000580,SUP00007,PROD00352,2025-01-08,2025-02-20,99,42.83,Received
PO000581,SUP00007,PROD00388,2025-12-04,2026-01-16,317,32.55,Received
PO000582,SUP00002,PROD00060,2026-03-13,2026-05-05,826,28.14,Received
PO000583,SUP00020,PROD00115,2025-12-31,2026-02-22,188,93.81,Received
PO000584,SUP00010,PROD00042,2025-05-28,2025-07-15,613,37.62,Received
PO000585,SUP00034,PROD00004,2025-07-25,2025-07-27,120,67.28,Received
PO000586,SUP00032,PROD00244,2026-02-10,2026-03-15,434,106.44,Received
PO000587,SUP00019,PROD00066,2026-05-14,2026-07-12,441,72.1,Received
PO000588,SUP00018,PROD00238,2025-02-07,2025-03-17,837,84.52,Received
PO000589,SUP00013,PROD00401,2025-07-01,2025-08-05,953,89.18,Received
PO000590,SUP00032,PROD00339,2025-09-24,2025-10-27,853,104.7,Received
PO000591,SUP00017,PROD00304,2025-06-14,2025-08-09,72,4.48,Received
PO000592,SUP00005,PROD00217,2025-10-03,2025-11-20,923,68.1,In Transit
PO000593,SUP00028,PROD00452,2025-12-27,2026-01-22,749,29.83,Received
PO000594,SUP00034,PROD00275,2025-08-14,2025-08-16,766,48.24,Cancelled
PO000595,SUP00005,PROD00002,2025-08-30,2025-10-17,944,98.54,Received
PO000596,SUP00033,PROD00085,2026-01-10,2026-01-12,587,92.8,Received
PO000597,SUP00016,PROD00109,2025-01-10,2025-03-01,999,63.48,Received
PO000598,SUP00033,PROD00252,2025-09-01,2025-09-03,693,25.37,In Transit
PO000599,SUP00014,PROD00389,2025-10-08,2025-12-03,525,20.88,In Transit
PO000600,SUP00020,PROD00115,2025-04-10,2025-06-02,696,93.81,In Transit
PO000601,SUP00016,PROD00321,2025-09-05,2025-10-25,915,35.33,Received
PO000602,SUP00033,PROD00070,2025-07-02,2025-07-04,906,92.79,Received
PO000603,SUP00023,PROD00345,2026-04-19,2026-05-17,350,115.31,Received
PO000604,SUP00024,PROD00130,2026-01-13,2026-02-16,906,50.93,Received
PO000605,SUP00025,PROD00374,2025-03-25,2025-05-02,332,7.02,Received
PO000606,SUP00019,PROD00480,2025-11-21,2026-01-19,321,64.5,Received
PO000607,SUP00040,PROD00445,2026-01-28,2026-02-04,331,111.16,Received
PO000608,SUP00022,PROD00104,2026-02-23,2026-03-26,302,97.35,In Transit
PO000609,SUP00004,PROD00056,2026-02-22,2026-04-09,291,54.22,Received
PO000610,SUP00020,PROD00282,2025-09-03,2025-10-26,51,11.64,Received
PO000611,SUP00011,PROD00289,2026-02-27,2026-04-09,501,10.53,In Transit
PO000612,SUP00009,PROD00299,2025-08-04,2025-09-12,965,64.68,In Transit
PO000613,SUP00015,PROD00134,2026-02-23,2026-04-21,37,13.23,Received
PO000614,SUP00009,PROD00457,2026-06-24,2026-08-02,789,110.24,Received
PO000615,SUP00015,PROD00143,2025-10-22,2025-12-18,659,64.12,Received
PO000616,SUP00040,PROD00065,2026-02-21,2026-02-28,814,40.42,Received
PO000617,SUP00040,PROD00256,2025-08-06,2025-08-13,719,46.23,Received
PO000618,SUP00025,PROD00259,2025-05-26,2025-07-03,504,90.55,In Transit
PO000619,SUP00024,PROD00071,2026-03-09,2026-04-12,226,97.95,Cancelled
PO000620,SUP00040,PROD00397,2025-06-10,2025-06-17,86,64.22,Received
PO000621,SUP00019,PROD00049,2026-01-06,2026-03-06,167,47.31,Received
PO000622,SUP00011,PROD00316,2026-01-01,2026-02-11,598,16.56,Received
PO000623,SUP00003,PROD00067,2026-04-22,2026-05-27,542,90.57,Received
PO000624,SUP00027,PROD00099,2026-06-07,2026-07-17,918,10.55,Received
PO000625,SUP00021,PROD00370,2026-05-08,2026-06-05,737,13.56,Cancelled
PO000626,SUP00017,PROD00081,2026-04-08,2026-06-03,191,81.15,Received
PO000627,SUP00039,PROD00226,2025-06-05,2025-06-10,367,104.64,In Transit
PO000628,SUP00018,PROD00257,2025-12-25,2026-02-01,704,71.31,In Transit
PO000629,SUP00019,PROD00204,2025-02-14,2025-04-14,408,77.04,Received
PO000630,SUP00012,PROD00114,2026-03-24,2026-05-05,54,39.01,Received
PO000631,SUP00004,PROD00478,2026-03-20,2026-05-05,547,38.38,Received
PO000632,SUP00022,PROD00025,2025-01-25,2025-02-25,493,107.98,Received
PO000633,SUP00004,PROD00136,2025-01-05,2025-02-20,212,7.39,Received
PO000634,SUP00026,PROD00208,2025-12-31,2026-01-25,704,103.96,In Transit
PO000635,SUP00002,PROD00350,2025-07-08,2025-08-30,299,62.26,Received
PO000636,SUP00022,PROD00219,2025-12-18,2026-01-18,390,43.1,Received
PO000637,SUP00007,PROD00352,2025-02-22,2025-04-06,492,42.83,Received
PO000638,SUP00038,PROD00187,2026-06-07,2026-06-13,970,11.35,In Transit
PO000639,SUP00029,PROD00036,2025-04-27,2025-05-26,543,76.48,Received
PO000640,SUP00023,PROD00016,2026-03-30,2026-04-27,66,17.31,Received
PO000641,SUP00024,PROD00071,2025-08-12,2025-09-15,138,97.95,Received
PO000642,SUP00015,PROD00089,2025-03-28,2025-05-24,241,62.91,Received
PO000643,SUP00009,PROD00135,2026-01-18,2026-02-26,933,34.12,Received
PO000644,SUP00017,PROD00341,2025-01-17,2025-03-14,78,63.74,Received
PO000645,SUP00010,PROD00465,2025-12-04,2026-01-21,543,117.7,Cancelled
PO000646,SUP00012,PROD00207,2026-02-26,2026-04-09,465,16.15,Received
PO000647,SUP00031,PROD00266,2025-02-01,2025-03-05,930,107.04,Received
PO000648,SUP00012,PROD00416,2026-04-14,2026-05-26,667,68.25,Received
PO000649,SUP00021,PROD00021,2026-03-07,2026-04-04,161,34.52,Received
PO000650,SUP00022,PROD00284,2026-02-05,2026-03-08,580,49.6,Received
PO000651,SUP00028,PROD00013,2025-06-03,2025-06-29,390,31.44,Received
PO000652,SUP00030,PROD00476,2026-01-25,2026-02-24,141,23.1,Received
PO000653,SUP00015,PROD00107,2025-05-25,2025-07-21,259,74.34,Received
PO000654,SUP00019,PROD00480,2025-04-14,2025-06-12,693,64.5,Cancelled
PO000655,SUP00007,PROD00371,2025-01-11,2025-02-23,623,75.2,Received
PO000656,SUP00018,PROD00472,2026-06-01,2026-07-09,651,85.1,Received
PO000657,SUP00036,PROD00201,2026-03-17,2026-03-25,387,77.04,Received
PO000658,SUP00006,PROD00481,2026-01-10,2026-02-27,328,100.19,Received
PO000659,SUP00026,PROD00185,2025-03-29,2025-04-23,529,21.74,In Transit
PO000660,SUP00002,PROD00210,2026-01-15,2026-03-09,267,11.86,Received
PO000661,SUP00020,PROD00216,2025-03-20,2025-05-12,476,99.55,Received
PO000662,SUP00034,PROD00424,2025-06-15,2025-06-17,985,81.81,Received
PO000663,SUP00023,PROD00242,2025-12-21,2026-01-18,380,72.81,Received
PO000664,SUP00014,PROD00033,2025-06-13,2025-08-08,750,115.17,Received
PO000665,SUP00016,PROD00288,2025-03-18,2025-05-07,493,19.89,Received
PO000666,SUP00004,PROD00320,2026-06-14,2026-07-30,868,85.25,Received
PO000667,SUP00034,PROD00275,2025-10-09,2025-10-11,620,48.24,Received
PO000668,SUP00019,PROD00162,2025-10-07,2025-12-05,800,114.6,Received
PO000669,SUP00026,PROD00231,2025-03-22,2025-04-16,219,19.42,Received
PO000670,SUP00029,PROD00183,2025-12-10,2026-01-08,130,72.05,In Transit
PO000671,SUP00005,PROD00431,2025-05-21,2025-07-08,656,39.69,Received
PO000672,SUP00011,PROD00111,2025-09-15,2025-10-26,381,93.28,Received
PO000673,SUP00010,PROD00223,2025-05-14,2025-07-01,234,117.44,Received
PO000674,SUP00035,PROD00323,2025-02-27,2025-03-02,262,17.07,Received
PO000675,SUP00014,PROD00138,2026-06-05,2026-07-31,144,97.02,Received
PO000676,SUP00021,PROD00020,2025-08-24,2025-09-21,779,46.64,In Transit
PO000677,SUP00039,PROD00041,2026-01-17,2026-01-22,192,11.05,Received
PO000678,SUP00019,PROD00290,2025-07-21,2025-09-18,664,95.94,Received
PO000679,SUP00011,PROD00327,2025-07-22,2025-09-01,760,117.3,Received
PO000680,SUP00034,PROD00004,2025-03-28,2025-03-30,890,67.28,Received
PO000681,SUP00038,PROD00193,2026-04-20,2026-04-26,941,58.58,Received
PO000682,SUP00012,PROD00207,2025-10-25,2025-12-06,115,16.15,Received
PO000683,SUP00030,PROD00476,2026-05-16,2026-06-15,307,23.1,Received
PO000684,SUP00028,PROD00013,2026-03-30,2026-04-25,780,31.44,In Transit
PO000685,SUP00008,PROD00489,2025-12-26,2026-02-13,522,20.0,Received
PO000686,SUP00024,PROD00019,2025-10-24,2025-11-27,975,53.42,Received
PO000687,SUP00029,PROD00312,2025-09-23,2025-10-22,611,113.76,Received
PO000688,SUP00019,PROD00145,2025-04-28,2025-06-26,799,51.41,Received
