order_item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM0026229,ORD009659,PROD00209,1,67.02,6.68
ITEM0026230,ORD009659,PROD00179,7,168.16,18.33
ITEM0026231,ORD009659,PROD00238,4,154.94,16.03
ITEM0026232,ORD009660,PROD00367,7,158.05,140.06
ITEM0026233,ORD009661,PROD00376,6,109.02,61.13
ITEM0026234,ORD009661,PROD00474,7,60.11,2.0
ITEM0026235,ORD009661,PROD00079,8,46.77,48.52
ITEM0026236,ORD009661,PROD00097,10,154.85,8.06
ITEM0026237,ORD009662,PROD00152,9,63.68,19.08
ITEM0026238,ORD009663,PROD00304,10,6.6,3.21
ITEM0026239,ORD009663,PROD00008,4,99.43,24.56
ITEM0026240,ORD009663,PROD00475,7,27.25,13.24
ITEM0026241,ORD009663,PROD00219,7,61.18,24.39
ITEM0026242,ORD009663,PROD00392,5,85.91,6.9
ITEM0026243,ORD009664,PROD00101,10,174.58,120.1
ITEM0026244,ORD009664,PROD00010,5,42.61,31.24
ITEM0026245,ORD009666,PROD00061,7,191.52,84.05
ITEM0026246,ORD009666,PROD00111,4,132.47,2.33
ITEM0026247,ORD009667,PROD00486,8,126.69,95.96
ITEM0026248,ORD009667,PROD00295,3,129.21,56.81
ITEM0026249,ORD009667,PROD00426,4,113.26,10.16
ITEM0026250,ORD009667,PROD00006,5,101.36,16.59
ITEM0026251,ORD009668,PROD00415,6,175.17,73.74
ITEM0026252,ORD009669,PROD00243,4,128.52,23.83
ITEM0026253,ORD009670,PROD00084,7,49.21,0.41
ITEM0026254,ORD009671,PROD00097,8,154.85,151.23
ITEM0026255,ORD009672,PROD00027,2,63.05,11.54
ITEM0026256,ORD009673,PROD00230,7,44.83,5.23
ITEM0026257,ORD009673,PROD00157,3,18.92,8.31
ITEM0026258,ORD009673,PROD00099,10,18.65,22.32
ITEM0026259,ORD009674,PROD00243,2,128.52,32.75
ITEM0026260,ORD009675,PROD00432,4,66.78,19.97
ITEM0026261,ORD009675,PROD00390,5,139.09,76.94
ITEM0026262,ORD009676,PROD00374,5,13.52,0.57
ITEM0026263,ORD009676,PROD00020,6,75.9,66.21
ITEM0026264,ORD009676,PROD00445,2,198.97,13.99
ITEM0026265,ORD009677,PROD00090,10,125.29,103.75
ITEM0026266,ORD009678,PROD00021,9,43.93,9.73
ITEM0026267,ORD009678,PROD00121,2,127.34,37.09
ITEM0026268,ORD009678,PROD00013,7,43.61,28.16
ITEM0026269,ORD009679,PROD00074,4,37.35,3.78
ITEM0026270,ORD009679,PROD00247,5,129.8,19.27
ITEM0026271,ORD009679,PROD00183,2,114.39,13.97
ITEM0026272,ORD009679,PROD00225,1,107.74,0.05
ITEM0026273,ORD009681,PROD00224,10,92.66,5.9
ITEM0026274,ORD009681,PROD00147,6,134.22,69.19
ITEM0026275,ORD009681,PROD00199,7,82.67,3.38
ITEM0026276,ORD009682,PROD00232,10,126.25,130.08
ITEM0026277,ORD009682,PROD00488,3,162.62,17.76
ITEM0026278,ORD009682,PROD00413,9,47.58,20.52
ITEM0026279,ORD009683,PROD00322,1,136.32,8.7
ITEM0026280,ORD009683,PROD00029,5,78.76,37.61
ITEM0026281,ORD009684,PROD00229,1,127.35,14.77
ITEM0026282,ORD009684,PROD00456,2,170.27,8.73
ITEM0026283,ORD009685,PROD00157,7,18.92,0.67
ITEM0026284,ORD009686,PROD00308,4,8.61,2.07
ITEM0026285,ORD009686,PROD00011,9,146.69,118.8
ITEM0026286,ORD009687,PROD00400,6,85.71,5.24
ITEM0026287,ORD009687,PROD00330,4,65.0,11.4
ITEM0026288,ORD009687,PROD00462,5,170.85,59.17
ITEM0026289,ORD009687,PROD00060,6,47.92,7.68
ITEM0026290,ORD009688,PROD00206,9,36.54,8.6
ITEM0026291,ORD009688,PROD00113,8,101.19,9.61
ITEM0026292,ORD009688,PROD00032,7,33.73,34.17
ITEM0026293,ORD009689,PROD00437,2,91.71,27.22
ITEM0026294,ORD009690,PROD00198,6,58.82,24.05
ITEM0026295,ORD009690,PROD00485,7,87.8,23.27
ITEM0026296,ORD009690,PROD00083,2,184.07,52.77
ITEM0026297,ORD009690,PROD00248,7,20.26,6.22
ITEM0026298,ORD009692,PROD00467,7,44.73,36.26
ITEM0026299,ORD009692,PROD00248,3,20.26,3.68
ITEM0026300,ORD009692,PROD00381,2,69.83,10.9
ITEM0026301,ORD009692,PROD00047,2,116.15,5.64
ITEM0026302,ORD009693,PROD00433,7,113.08,9.68
ITEM0026303,ORD009693,PROD00483,4,100.04,18.86
ITEM0026304,ORD009694,PROD00297,9,67.05,88.85
ITEM0026305,ORD009694,PROD00147,6,134.22,18.91
ITEM0026306,ORD009695,PROD00334,6,148.88,95.73
ITEM0026307,ORD009695,PROD00259,3,171.32,3.47
ITEM0026308,ORD009696,PROD00364,3,111.91,36.03
ITEM0026309,ORD009697,PROD00351,3,180.07,73.99
ITEM0026310,ORD009697,PROD00237,7,125.47,28.68
ITEM0026311,ORD009699,PROD00239,6,40.45,22.49
ITEM0026312,ORD009700,PROD00403,2,158.69,11.43
ITEM0026313,ORD009700,PROD00456,9,170.27,206.16
ITEM0026314,ORD009700,PROD00426,2,113.26,4.08
ITEM0026315,ORD009701,PROD00442,8,127.42,65.82
ITEM0026316,ORD009701,PROD00029,2,78.76,9.73
ITEM0026317,ORD009701,PROD00021,5,43.93,8.72
ITEM0026318,ORD009701,PROD00476,7,37.98,39.66
ITEM0026319,ORD009701,PROD00477,4,174.96,68.36
ITEM0026320,ORD009702,PROD00292,3,32.94,4.54
ITEM0026321,ORD009702,PROD00062,7,3.92,0.9
ITEM0026322,ORD009702,PROD00060,1,47.92,1.32
ITEM0026323,ORD009702,PROD00182,10,65.97,61.99
ITEM0026324,ORD009703,PROD00413,3,47.58,18.45
ITEM0026325,ORD009703,PROD00161,10,145.22,75.98
ITEM0026326,ORD009703,PROD00407,1,13.67,1.84
ITEM0026327,ORD009703,PROD00104,5,177.25,67.37
ITEM0026328,ORD009703,PROD00263,3,37.05,14.62
ITEM0026329,ORD009704,PROD00079,9,46.77,1.79
ITEM0026330,ORD009704,PROD00422,6,129.4,51.35
ITEM0026331,ORD009704,PROD00488,4,162.62,40.07
ITEM0026332,ORD009704,PROD00421,10,12.63,0.1
ITEM0026333,ORD009704,PROD00350,2,98.85,7.37
ITEM0026334,ORD009705,PROD00034,3,6.31,1.22
ITEM0026335,ORD009705,PROD00263,6,37.05,13.18
ITEM0026336,ORD009705,PROD00237,6,125.47,26.82
ITEM0026337,ORD009706,PROD00363,1,27.58,0.65
ITEM0026338,ORD009706,PROD00309,5,44.22,2.25
ITEM0026339,ORD009707,PROD00249,4,190.35,17.98
ITEM0026340,ORD009707,PROD00011,3,146.69,26.05
ITEM0026341,ORD009707,PROD00337,5,154.6,48.06
ITEM0026342,ORD009708,PROD00224,9,92.66,96.02
ITEM0026343,ORD009708,PROD00238,9,154.94,152.14
ITEM0026344,ORD009708,PROD00097,7,154.85,160.96
ITEM0026345,ORD009709,PROD00075,5,39.04,13.95
ITEM0026346,ORD009709,PROD00087,7,124.54,73.4
ITEM0026347,ORD009709,PROD00411,5,151.02,111.16
ITEM0026348,ORD009710,PROD00316,7,30.56,13.95
ITEM0026349,ORD009711,PROD00231,5,29.22,20.86
ITEM0026350,ORD009711,PROD00295,4,129.21,8.01
ITEM0026351,ORD009711,PROD00279,8,39.04,3.18
ITEM0026352,ORD009712,PROD00083,8,184.07,201.54
ITEM0026353,ORD009713,PROD00067,9,147.9,185.44
ITEM0026354,ORD009713,PROD00317,7,157.05,0.09
ITEM0026355,ORD009713,PROD00138,3,159.61,14.36
ITEM0026356,ORD009713,PROD00242,8,118.75,138.72
ITEM0026357,ORD009713,PROD00026,3,116.11,13.98
ITEM0026358,ORD009714,PROD00122,10,79.1,2.74
ITEM0026359,ORD009715,PROD00481,7,147.51,31.57
ITEM0026360,ORD009715,PROD00467,7,44.73,41.4
ITEM0026361,ORD009715,PROD00438,2,37.7,0.95
ITEM0026362,ORD009715,PROD00292,9,32.94,27.15
ITEM0026363,ORD009716,PROD00215,10,52.29,50.19
ITEM0026364,ORD009716,PROD00391,9,209.68,100.1
ITEM0026365,ORD009716,PROD00329,3,14.81,5.12
ITEM0026366,ORD009716,PROD00274,6,160.35,65.45
ITEM0026367,ORD009716,PROD00357,7,149.0,48.47
ITEM0026368,ORD009717,PROD00478,5,48.11,11.12
ITEM0026369,ORD009717,PROD00086,10,142.35,51.03
ITEM0026370,ORD009717,PROD00317,10,157.05,196.01
ITEM0026371,ORD009717,PROD00020,9,75.9,29.16
ITEM0026372,ORD009717,PROD00313,1,75.97,5.26
ITEM0026373,ORD009719,PROD00452,7,56.06,50.6
ITEM0026374,ORD009719,PROD00016,1,21.88,0.5
ITEM0026375,ORD009720,PROD00466,9,55.46,40.95
ITEM0026376,ORD009720,PROD00482,4,188.79,80.19
ITEM0026377,ORD009720,PROD00136,3,13.16,0.81
ITEM0026378,ORD009720,PROD00245,3,113.27,35.3
ITEM0026379,ORD009721,PROD00453,2,60.19,1.84
ITEM0026380,ORD009722,PROD00386,10,51.54,69.05
ITEM0026381,ORD009722,PROD00249,8,190.35,86.88
ITEM0026382,ORD009723,PROD00433,9,113.08,5.29
ITEM0026383,ORD009723,PROD00041,5,18.82,11.76
ITEM0026384,ORD009723,PROD00168,4,69.09,26.79
ITEM0026385,ORD009723,PROD00142,10,147.07,49.32
ITEM0026386,ORD009723,PROD00446,3,78.63,2.74
ITEM0026387,ORD009724,PROD00007,8,221.84,57.44
ITEM0026388,ORD009724,PROD00141,4,7.3,3.35
ITEM0026389,ORD009724,PROD00305,7,21.16,19.71
ITEM0026390,ORD009724,PROD00497,6,49.79,30.42
ITEM0026391,ORD009725,PROD00212,8,37.98,8.31
ITEM0026392,ORD009726,PROD00251,1,142.85,15.27
ITEM0026393,ORD009726,PROD00478,7,48.11,0.77
ITEM0026394,ORD009726,PROD00065,10,74.29,109.05
ITEM0026395,ORD009727,PROD00140,6,121.3,26.94
ITEM0026396,ORD009727,PROD00123,1,14.35,0.13
ITEM0026397,ORD009728,PROD00455,2,128.63,8.15
ITEM0026398,ORD009728,PROD00370,8,17.34,18.96
ITEM0026399,ORD009729,PROD00496,8,152.25,166.64
ITEM0026400,ORD009729,PROD00141,8,7.3,7.56
ITEM0026401,ORD009729,PROD00489,4,33.45,6.53
ITEM0026402,ORD009729,PROD00186,8,157.64,137.36
ITEM0026403,ORD009729,PROD00408,8,20.9,19.1
ITEM0026404,ORD009730,PROD00167,5,181.7,37.06
ITEM0026405,ORD009730,PROD00258,10,56.03,69.03
ITEM0026406,ORD009730,PROD00260,1,231.06,25.08
ITEM0026407,ORD009731,PROD00180,9,83.61,110.79
ITEM0026408,ORD009731,PROD00443,1,120.65,11.94
ITEM0026409,ORD009731,PROD00451,4,110.1,19.92
ITEM0026410,ORD009732,PROD00093,10,78.36,110.15
ITEM0026411,ORD009732,PROD00343,10,120.4,105.9
ITEM0026412,ORD009733,PROD00280,6,130.13,49.06
ITEM0026413,ORD009733,PROD00490,9,152.66,138.34
ITEM0026414,ORD009734,PROD00400,2,85.71,17.65
ITEM0026415,ORD009735,PROD00209,8,67.02,64.98
ITEM0026416,ORD009735,PROD00262,4,73.53,37.1
ITEM0026417,ORD009735,PROD00047,10,116.15,55.46
ITEM0026418,ORD009735,PROD00251,1,142.85,18.6
ITEM0026419,ORD009736,PROD00158,8,123.92,78.14
ITEM0026420,ORD009736,PROD00137,6,25.72,9.0
ITEM0026421,ORD009736,PROD00117,5,152.39,22.7
ITEM0026422,ORD009737,PROD00084,6,49.21,2.88
ITEM0026423,ORD009737,PROD00230,3,44.83,14.74
ITEM0026424,ORD009737,PROD00151,9,148.2,109.09
ITEM0026425,ORD009738,PROD00027,10,63.05,76.84
ITEM0026426,ORD009738,PROD00270,10,120.71,129.3
ITEM0026427,ORD009739,PROD00381,2,69.83,20.39
ITEM0026428,ORD009739,PROD00083,4,184.07,55.82
ITEM0026429,ORD009740,PROD00402,1,48.6,5.21
ITEM0026430,ORD009740,PROD00466,7,55.46,20.48
ITEM0026431,ORD009740,PROD00478,4,48.11,11.15
ITEM0026432,ORD009741,PROD00205,8,161.75,95.47
ITEM0026433,ORD009741,PROD00173,5,43.24,25.3
ITEM0026434,ORD009741,PROD00221,1,26.61,2.54
ITEM0026435,ORD009741,PROD00210,3,17.7,4.75
ITEM0026436,ORD009741,PROD00278,9,22.05,18.72
ITEM0026437,ORD009742,PROD00128,5,207.41,57.21
ITEM0026438,ORD009742,PROD00053,2,11.49,1.99
ITEM0026439,ORD009743,PROD00161,3,145.22,7.88
ITEM0026440,ORD009745,PROD00466,5,55.46,10.69
ITEM0026441,ORD009746,PROD00291,6,161.17,20.14
ITEM0026442,ORD009746,PROD00275,5,61.49,22.96
ITEM0026443,ORD009746,PROD00047,4,116.15,61.63
ITEM0026444,ORD009747,PROD00333,3,160.55,47.0
ITEM0026445,ORD009748,PROD00267,8,179.65,88.49
ITEM0026446,ORD009748,PROD00416,3,119.22,51.82
ITEM0026447,ORD009749,PROD00230,5,44.83,10.7
ITEM0026448,ORD009750,PROD00273,5,69.18,42.79
ITEM0026449,ORD009751,PROD00393,3,108.99,46.62
ITEM0026450,ORD009751,PROD00486,8,126.69,9.88
ITEM0026451,ORD009751,PROD00120,2,187.26,1.1
ITEM0026452,ORD009752,PROD00100,8,149.79,77.91
ITEM0026453,ORD009753,PROD00445,8,198.97,196.94
ITEM0026454,ORD009753,PROD00474,6,60.11,43.02
ITEM0026455,ORD009755,PROD00381,5,69.83,27.76
ITEM0026456,ORD009755,PROD00276,2,198.57,11.8
ITEM0026457,ORD009755,PROD00051,6,56.57,48.0
ITEM0026458,ORD009755,PROD00191,3,66.42,29.34
ITEM0026459,ORD009755,PROD00489,6,33.45,6.11
ITEM0026460,ORD009756,PROD00155,1,4.57,0.57
ITEM0026461,ORD009757,PROD00230,9,44.83,49.3
ITEM0026462,ORD009757,PROD00473,5,70.44,23.84
ITEM0026463,ORD009758,PROD00226,1,145.83,16.94
ITEM0026464,ORD009758,PROD00278,9,22.05,12.26
ITEM0026465,ORD009758,PROD00366,9,85.85,1.17
ITEM0026466,ORD009758,PROD00064,7,110.43,107.33
ITEM0026467,ORD009759,PROD00487,6,48.73,9.96
ITEM0026468,ORD009759,PROD00168,4,69.09,16.19
ITEM0026469,ORD009759,PROD00218,2,183.93,28.98
ITEM0026470,ORD009759,PROD00390,6,139.09,116.17
ITEM0026471,ORD009759,PROD00230,3,44.83,11.91
ITEM0026472,ORD009760,PROD00316,2,30.56,8.19
ITEM0026473,ORD009760,PROD00006,9,101.36,82.12
ITEM0026474,ORD009761,PROD00198,7,58.82,46.91
ITEM0026475,ORD009762,PROD00363,7,27.58,14.68
ITEM0026476,ORD009763,PROD00484,10,6.36,9.37
ITEM0026477,ORD009763,PROD00470,7,133.08,122.69
ITEM0026478,ORD009763,PROD00124,7,51.14,48.42
ITEM0026479,ORD009763,PROD00435,2,21.75,3.2
ITEM0026480,ORD009764,PROD00129,8,142.31,133.65
ITEM0026481,ORD009764,PROD00448,3,39.06,5.46
ITEM0026482,ORD009765,PROD00411,1,151.02,2.97
ITEM0026483,ORD009765,PROD00090,6,125.29,22.69
ITEM0026484,ORD009765,PROD00495,3,70.71,26.45
ITEM0026485,ORD009765,PROD00474,5,60.11,25.86
ITEM0026486,ORD009765,PROD00144,1,112.05,0.56
ITEM0026487,ORD009766,PROD00468,5,162.7,95.31
ITEM0026488,ORD009766,PROD00079,3,46.77,16.22
ITEM0026489,ORD009766,PROD00378,10,84.98,83.69
ITEM0026490,ORD009766,PROD00394,2,142.18,32.12
ITEM0026491,ORD009766,PROD00145,1,79.04,7.69
ITEM0026492,ORD009767,PROD00343,7,120.4,119.51
ITEM0026493,ORD009768,PROD00111,2,132.47,26.0
ITEM0026494,ORD009768,PROD00221,6,26.61,9.21
ITEM0026495,ORD009768,PROD00475,6,27.25,24.48
ITEM0026496,ORD009768,PROD00085,8,141.61,166.42
ITEM0026497,ORD009769,PROD00217,7,127.42,86.78
ITEM0026498,ORD009771,PROD00293,4,25.16,12.39
ITEM0026499,ORD009772,PROD00079,6,46.77,25.8
ITEM0026500,ORD009772,PROD00023,7,66.1,23.92
ITEM0026501,ORD009772,PROD00100,1,149.79,0.88
ITEM0026502,ORD009772,PROD00472,3,164.89,3.78
ITEM0026503,ORD009772,PROD00146,3,233.11,56.1
ITEM0026504,ORD009773,PROD00202,2,20.81,2.3
ITEM0026505,ORD009773,PROD00359,1,228.31,32.22
ITEM0026506,ORD009774,PROD00248,10,20.26,30.03
ITEM0026507,ORD009774,PROD00120,10,187.26,158.02
ITEM0026508,ORD009774,PROD00196,8,123.5,142.58
ITEM0026509,ORD009774,PROD00122,5,79.1,49.86
ITEM0026510,ORD009774,PROD00126,8,168.81,124.27
ITEM0026511,ORD009775,PROD00452,10,56.06,27.73
ITEM0026512,ORD009775,PROD00434,2,148.0,33.23
ITEM0026513,ORD009776,PROD00434,5,148.0,11.83
ITEM0026514,ORD009776,PROD00446,2,78.63,14.23
ITEM0026515,ORD009776,PROD00054,8,225.87,157.18
ITEM0026516,ORD009776,PROD00444,10,218.37,268.61
ITEM0026517,ORD009776,PROD00268,1,161.57,11.02
ITEM0026518,ORD009778,PROD00089,5,99.7,55.69
ITEM0026519,ORD009778,PROD00203,2,70.83,6.15
ITEM0026520,ORD009778,PROD00457,6,181.17,142.08
ITEM0026521,ORD009778,PROD00126,6,168.81,127.93
ITEM0026522,ORD009779,PROD00351,2,180.07,14.31
ITEM0026523,ORD009779,PROD00185,3,42.57,6.74
ITEM0026524,ORD009779,PROD00171,10,103.74,28.33
ITEM0026525,ORD009779,PROD00427,9,185.42,86.7
ITEM0026526,ORD009780,PROD00442,8,127.42,23.97
ITEM0026527,ORD009781,PROD00190,2,74.69,12.41
ITEM0026528,ORD009781,PROD00216,7,137.73,90.47
ITEM0026529,ORD009781,PROD00238,9,154.94,76.92
ITEM0026530,ORD009782,PROD00383,2,22.35,3.86
ITEM0026531,ORD009782,PROD00169,4,181.16,79.15
ITEM0026532,ORD009783,PROD00161,2,145.22,35.17
ITEM0026533,ORD009784,PROD00345,5,155.05,87.28
ITEM0026534,ORD009785,PROD00373,10,66.6,55.67
ITEM0026535,ORD009785,PROD00337,8,154.6,91.49
ITEM0026536,ORD009785,PROD00364,6,111.91,69.12
ITEM0026537,ORD009785,PROD00394,7,142.18,72.79
ITEM0026538,ORD009786,PROD00020,10,75.9,92.91
ITEM0026539,ORD009786,PROD00103,1,43.62,0.13
ITEM0026540,ORD009786,PROD00034,4,6.31,2.92
ITEM0026541,ORD009787,PROD00446,5,78.63,20.71
ITEM0026542,ORD009788,PROD00231,9,29.22,38.5
ITEM0026543,ORD009789,PROD00114,7,50.29,26.0
ITEM0026544,ORD009790,PROD00102,6,115.41,87.15
ITEM0026545,ORD009791,PROD00414,5,61.21,43.09
ITEM0026546,ORD009791,PROD00319,9,31.86,13.93
ITEM0026547,ORD009792,PROD00031,2,26.72,3.72
ITEM0026548,ORD009792,PROD00327,4,169.39,90.05
ITEM0026549,ORD009792,PROD00461,3,43.47,8.29
ITEM0026550,ORD009794,PROD00214,4,101.91,28.34
ITEM0026551,ORD009794,PROD00373,6,66.6,7.82
ITEM0026552,ORD009795,PROD00180,9,83.61,30.08
ITEM0026553,ORD009795,PROD00070,4,165.65,11.58
ITEM0026554,ORD009795,PROD00052,3,49.27,20.23
ITEM0026555,ORD009795,PROD00050,3,78.89,20.06
ITEM0026556,ORD009796,PROD00227,3,35.09,10.49
ITEM0026557,ORD009796,PROD00152,8,63.68,20.81
ITEM0026558,ORD009797,PROD00446,5,78.63,3.28
ITEM0026559,ORD009797,PROD00013,9,43.61,50.79
ITEM0026560,ORD009798,PROD00357,9,149.0,65.77
ITEM0026561,ORD009798,PROD00411,3,151.02,21.2
ITEM0026562,ORD009798,PROD00006,2,101.36,1.62
ITEM0026563,ORD009798,PROD00327,4,169.39,71.69
ITEM0026564,ORD009799,PROD00171,5,103.74,12.89
ITEM0026565,ORD009799,PROD00416,2,119.22,7.13
ITEM0026566,ORD009800,PROD00308,3,8.61,0.5
ITEM0026567,ORD009800,PROD00296,3,9.57,1.45
ITEM0026568,ORD009800,PROD00475,10,27.25,20.06
ITEM0026569,ORD009801,PROD00200,10,81.39,30.76
ITEM0026570,ORD009801,PROD00069,9,132.59,162.89
ITEM0026571,ORD009801,PROD00390,4,139.09,31.91
ITEM0026572,ORD009801,PROD00402,1,48.6,3.45
ITEM0026573,ORD009802,PROD00369,8,114.06,117.38
ITEM0026574,ORD009802,PROD00457,5,181.17,105.2
ITEM0026575,ORD009802,PROD00243,10,128.52,108.1
ITEM0026576,ORD009803,PROD00310,10,96.96,76.77
ITEM0026577,ORD009803,PROD00259,10,171.32,130.28
ITEM0026578,ORD009803,PROD00252,10,35.2,27.0
ITEM0026579,ORD009803,PROD00023,9,66.1,75.94
ITEM0026580,ORD009804,PROD00048,7,151.5,148.7
ITEM0026581,ORD009804,PROD00466,8,55.46,55.5
ITEM0026582,ORD009804,PROD00467,1,44.73,3.11
ITEM0026583,ORD009805,PROD00021,1,43.93,3.69
ITEM0026584,ORD009806,PROD00478,6,48.11,38.78
ITEM0026585,ORD009806,PROD00265,10,207.66,120.35
ITEM0026586,ORD009806,PROD00234,7,115.94,49.17
ITEM0026587,ORD009806,PROD00335,7,186.59,182.19
ITEM0026588,ORD009806,PROD00314,4,54.47,7.0
ITEM0026589,ORD009807,PROD00319,4,31.86,15.96
ITEM0026590,ORD009807,PROD00004,1,99.15,13.55
ITEM0026591,ORD009807,PROD00288,1,38.75,0.09
ITEM0026592,ORD009807,PROD00267,8,179.65,179.21
ITEM0026593,ORD009807,PROD00187,1,15.5,0.84
ITEM0026594,ORD009808,PROD00214,7,101.91,96.94
ITEM0026595,ORD009808,PROD00289,6,15.5,10.46
ITEM0026596,ORD009810,PROD00228,9,25.27,28.76
ITEM0026597,ORD009810,PROD00486,4,126.69,41.19
ITEM0026598,ORD009811,PROD00116,7,31.9,19.75
ITEM0026599,ORD009811,PROD00063,1,124.85,14.01
ITEM0026600,ORD009811,PROD00087,4,124.54,15.03
ITEM0026601,ORD009812,PROD00013,2,43.61,2.99
ITEM0026602,ORD009813,PROD00237,10,125.47,98.65
ITEM0026603,ORD009813,PROD00225,5,107.74,64.02
ITEM0026604,ORD009813,PROD00425,4,188.92,28.13
ITEM0026605,ORD009814,PROD00157,4,18.92,5.08
ITEM0026606,ORD009814,PROD00202,2,20.81,3.38
ITEM0026607,ORD009815,PROD00040,2,153.95,25.59
ITEM0026608,ORD009815,PROD00234,2,115.94,14.32
ITEM0026609,ORD009816,PROD00046,5,38.97,3.44
ITEM0026610,ORD009816,PROD00466,7,55.46,12.28
ITEM0026611,ORD009816,PROD00222,3,54.5,11.43
ITEM0026612,ORD009816,PROD00052,1,49.27,2.61
ITEM0026613,ORD009816,PROD00208,4,170.63,79.15
ITEM0026614,ORD009817,PROD00042,9,54.43,73.24
ITEM0026615,ORD009817,PROD00041,5,18.82,5.61
ITEM0026616,ORD009817,PROD00436,7,39.39,38.53
ITEM0026617,ORD009817,PROD00311,2,34.71,4.86
ITEM0026618,ORD009818,PROD00438,5,37.7,14.89
ITEM0026619,ORD009818,PROD00031,7,26.72,15.16
ITEM0026620,ORD009818,PROD00174,7,123.99,25.19
ITEM0026621,ORD009819,PROD00308,5,8.61,6.04
ITEM0026622,ORD009819,PROD00026,5,116.11,80.49
ITEM0026623,ORD009820,PROD00283,4,84.05,2.73
ITEM0026624,ORD009820,PROD00279,7,39.04,2.0
ITEM0026625,ORD009821,PROD00475,1,27.25,0.97
ITEM0026626,ORD009822,PROD00098,3,84.39,15.39
ITEM0026627,ORD009822,PROD00041,3,18.82,2.04
ITEM0026628,ORD009822,PROD00437,4,91.71,6.66
ITEM0026629,ORD009822,PROD00325,7,70.7,28.23
ITEM0026630,ORD009823,PROD00107,4,135.69,55.0
ITEM0026631,ORD009824,PROD00234,7,115.94,98.13
ITEM0026632,ORD009824,PROD00106,9,46.56,54.91
ITEM0026633,ORD009824,PROD00302,2,140.98,1.62
ITEM0026634,ORD009824,PROD00395,2,81.55,3.52
ITEM0026635,ORD009824,PROD00326,8,167.58,96.01
ITEM0026636,ORD009825,PROD00097,10,154.85,93.23
ITEM0026637,ORD009825,PROD00069,10,132.59,124.44
ITEM0026638,ORD009825,PROD00118,2,67.18,8.45
ITEM0026639,ORD009826,PROD00162,9,225.07,169.87
ITEM0026640,ORD009826,PROD00330,8,65.0,44.07
ITEM0026641,ORD009826,PROD00453,3,60.19,12.86
ITEM0026642,ORD009826,PROD00291,1,161.17,13.12
ITEM0026643,ORD009827,PROD00045,8,218.55,31.76
ITEM0026644,ORD009827,PROD00300,5,135.61,72.16
ITEM0026645,ORD009827,PROD00213,1,84.13,11.42
ITEM0026646,ORD009827,PROD00089,9,99.7,23.56
ITEM0026647,ORD009827,PROD00243,4,128.52,52.69
ITEM0026648,ORD009828,PROD00388,1,45.83,2.57
ITEM0026649,ORD009828,PROD00269,8,153.48,171.63
ITEM0026650,ORD009829,PROD00217,3,127.42,5.25
ITEM0026651,ORD009829,PROD00096,6,47.19,37.93
ITEM0026652,ORD009829,PROD00195,10,28.81,14.48
ITEM0026653,ORD009829,PROD00261,1,140.75,14.71
ITEM0026654,ORD009830,PROD00289,3,15.5,1.41
ITEM0026655,ORD009832,PROD00423,5,57.95,3.98
ITEM0026656,ORD009832,PROD00222,4,54.5,1.03
ITEM0026657,ORD009833,PROD00251,2,142.85,1.59
ITEM0026658,ORD009834,PROD00441,6,99.27,71.07
ITEM0026659,ORD009834,PROD00292,5,32.94,10.41
ITEM0026660,ORD009834,PROD00324,4,228.8,134.39
ITEM0026661,ORD009834,PROD00233,7,127.44,28.14
ITEM0026662,ORD009835,PROD00071,7,129.48,30.31
ITEM0026663,ORD009835,PROD00407,10,13.67,5.18
ITEM0026664,ORD009835,PROD00434,2,148.0,17.0
ITEM0026665,ORD009835,PROD00448,9,39.06,49.44
ITEM0026666,ORD009835,PROD00381,7,69.83,44.8
ITEM0026667,ORD009836,PROD00081,5,127.83,1.99
ITEM0026668,ORD009837,PROD00056,2,72.69,18.1
ITEM0026669,ORD009837,PROD00320,10,113.14,52.08
ITEM0026670,ORD009838,PROD00217,8,127.42,129.64
ITEM0026671,ORD009838,PROD00015,7,112.05,60.84
ITEM0026672,ORD009838,PROD00189,9,12.85,9.73
ITEM0026673,ORD009838,PROD00198,10,58.82,87.6
ITEM0026674,ORD009838,PROD00097,1,154.85,12.29
ITEM0026675,ORD009839,PROD00165,3,11.05,2.21
ITEM0026676,ORD009839,PROD00117,6,152.39,83.13
ITEM0026677,ORD009839,PROD00147,3,134.22,6.97
ITEM0026678,ORD009840,PROD00411,9,151.02,25.69
ITEM0026679,ORD009840,PROD00143,6,84.1,55.88
ITEM0026680,ORD009840,PROD00217,7,127.42,19.24
ITEM0026681,ORD009841,PROD00193,8,70.94,29.97
ITEM0026682,ORD009841,PROD00024,7,92.88,66.4
ITEM0026683,ORD009841,PROD00487,10,48.73,15.64
ITEM0026684,ORD009841,PROD00075,3,39.04,1.74
ITEM0026685,ORD009842,PROD00192,5,7.95,4.95
ITEM0026686,ORD009842,PROD00343,6,120.4,19.05
ITEM0026687,ORD009842,PROD00339,8,186.82,135.31
ITEM0026688,ORD009843,PROD00235,3,99.76,44.43
ITEM0026689,ORD009843,PROD00040,7,153.95,7.55
ITEM0026690,ORD009843,PROD00134,7,17.48,5.31
ITEM0026691,ORD009843,PROD00060,7,47.92,34.42
ITEM0026692,ORD009844,PROD00359,9,228.31,179.79
ITEM0026693,ORD009844,PROD00242,9,118.75,56.44
