inventory_id,product_id,inventory_date,opening_stock,units_received,units_sold,units_returned,closing_stock
INV0001132,PROD00095,2025-04-28,295,173,107,1,362
INV0001133,PROD00095,2025-05-28,362,173,107,1,429
INV0001134,PROD00095,2025-06-28,429,173,107,1,496
INV0001135,PROD00095,2025-07-28,496,173,107,1,563
INV0001136,PROD00095,2025-08-28,563,173,107,1,630
INV0001137,PROD00095,2025-09-28,630,173,107,1,697
INV0001138,PROD00095,2025-10-28,697,173,107,1,764
INV0001139,PROD00095,2025-11-28,764,173,107,1,831
INV0001140,PROD00095,2025-12-28,831,173,118,12,898
INV0001141,PROD00096,2025-01-28,123,142,100,2,167
INV0001142,PROD00096,2025-02-28,167,142,100,2,211
INV0001143,PROD00096,2025-03-28,211,142,100,2,255
INV0001144,PROD00096,2025-04-28,255,142,100,2,299
INV0001145,PROD00096,2025-05-28,299,142,100,2,343
INV0001146,PROD00096,2025-06-28,343,142,100,2,387
INV0001147,PROD00096,2025-07-28,387,142,100,2,431
INV0001148,PROD00096,2025-08-28,431,142,100,2,475
INV0001149,PROD00096,2025-09-28,475,142,100,2,519
INV0001150,PROD00096,2025-10-28,519,142,100,2,563
INV0001151,PROD00096,2025-11-28,563,142,100,2,607
INV0001152,PROD00096,2025-12-28,607,142,111,9,647
INV0001153,PROD00097,2025-01-28,168,117,112,5,178
INV0001154,PROD00097,2025-02-28,178,117,112,5,188
INV0001155,PROD00097,2025-03-28,188,117,112,5,198
INV0001156,PROD00097,2025-04-28,198,117,112,5,208
INV0001157,PROD00097,2025-05-28,208,117,112,5,218
INV0001158,PROD00097,2025-06-28,218,117,112,5,228
INV0001159,PROD00097,2025-07-28,228,117,112,5,238
INV0001160,PROD00097,2025-08-28,238,117,112,5,248
INV0001161,PROD00097,2025-09-28,248,117,112,5,258
INV0001162,PROD00097,2025-10-28,258,117,112,5,268
INV0001163,PROD00097,2025-11-28,268,117,112,5,278
INV0001164,PROD00097,2025-12-28,278,124,118,7,291
INV0001165,PROD00098,2025-01-28,85,289,113,3,264
INV0001166,PROD00098,2025-02-28,264,289,113,3,443
INV0001167,PROD00098,2025-03-28,443,289,113,3,622
INV0001168,PROD00098,2025-04-28,622,289,113,3,801
INV0001169,PROD00098,2025-05-28,801,289,113,3,980
INV0001170,PROD00098,2025-06-28,980,289,113,3,1159
INV0001171,PROD00098,2025-07-28,1159,289,113,3,1338
INV0001172,PROD00098,2025-08-28,1338,289,113,3,1517
INV0001173,PROD00098,2025-09-28,1517,289,113,3,1696
INV0001174,PROD00098,2025-10-28,1696,289,113,3,1875
INV0001175,PROD00098,2025-11-28,1875,289,113,3,2054
INV0001176,PROD00098,2025-12-28,2054,295,118,13,2244
INV0001177,PROD00099,2025-01-28,110,285,121,2,276
INV0001178,PROD00099,2025-02-28,276,285,121,2,442
INV0001179,PROD00099,2025-03-28,442,285,121,2,608
INV0001180,PROD00099,2025-04-28,608,285,121,2,774
INV0001181,PROD00099,2025-05-28,774,285,121,2,940
INV0001182,PROD00099,2025-06-28,940,285,121,2,1106
INV0001183,PROD00099,2025-07-28,1106,285,121,2,1272
INV0001184,PROD00099,2025-08-28,1272,285,121,2,1438
INV0001185,PROD00099,2025-09-28,1438,285,121,2,1604
INV0001186,PROD00099,2025-10-28,1604,285,121,2,1770
INV0001187,PROD00099,2025-11-28,1770,285,121,2,1936
INV0001188,PROD00099,2025-12-28,1936,293,131,13,2111
INV0001189,PROD00100,2025-01-28,209,62,121,3,153
INV0001190,PROD00100,2025-02-28,153,62,121,3,97
INV0001191,PROD00100,2025-03-28,97,62,121,3,41
INV0001192,PROD00100,2025-04-28,41,62,106,3,0
INV0001193,PROD00100,2025-05-28,0,62,65,3,0
INV0001194,PROD00100,2025-06-28,0,62,65,3,0
INV0001195,PROD00100,2025-07-28,0,62,65,3,0
INV0001196,PROD00100,2025-08-28,0,62,65,3,0
INV0001197,PROD00100,2025-09-28,0,62,65,3,0
INV0001198,PROD00100,2025-10-28,0,62,65,3,0
INV0001199,PROD00100,2025-11-28,0,62,65,3,0
INV0001200,PROD00100,2025-12-28,0,63,73,10,0
INV0001201,PROD00101,2025-01-28,142,38,104,2,78
INV0001202,PROD00101,2025-02-28,78,38,104,2,14
INV0001203,PROD00101,2025-03-28,14,38,54,2,0
INV0001204,PROD00101,2025-04-28,0,38,40,2,0
INV0001205,PROD00101,2025-05-28,0,38,40,2,0
INV0001206,PROD00101,2025-06-28,0,38,40,2,0
INV0001207,PROD00101,2025-07-28,0,38,40,2,0
INV0001208,PROD00101,2025-08-28,0,38,40,2,0
INV0001209,PROD00101,2025-09-28,0,38,40,2,0
INV0001210,PROD00101,2025-10-28,0,38,40,2,0
INV0001211,PROD00101,2025-11-28,0,38,40,2,0
INV0001212,PROD00101,2025-12-28,0,45,57,12,0
INV0001213,PROD00102,2025-01-28,139,70,112,4,101
INV0001214,PROD00102,2025-02-28,101,70,112,4,63
INV0001215,PROD00102,2025-03-28,63,70,112,4,25
INV0001216,PROD00102,2025-04-28,25,70,99,4,0
INV0001217,PROD00102,2025-05-28,0,70,74,4,0
INV0001218,PROD00102,2025-06-28,0,70,74,4,0
INV0001219,PROD00102,2025-07-28,0,70,74,4,0
INV0001220,PROD00102,2025-08-28,0,70,74,4,0
INV0001221,PROD00102,2025-09-28,0,70,74,4,0
INV0001222,PROD00102,2025-10-28,0,70,74,4,0
INV0001223,PROD00102,2025-11-28,0,70,74,4,0
INV0001224,PROD00102,2025-12-28,0,74,78,4,0
INV0001225,PROD00103,2025-01-28,223,105,113,1,216
INV0001226,PROD00103,2025-02-28,216,105,113,1,209
INV0001227,PROD00103,2025-03-28,209,105,113,1,202
INV0001228,PROD00103,2025-04-28,202,105,113,1,195
INV0001229,PROD00103,2025-05-28,195,105,113,1,188
INV0001230,PROD00103,2025-06-28,188,105,113,1,181
INV0001231,PROD00103,2025-07-28,181,105,113,1,174
INV0001232,PROD00103,2025-08-28,174,105,113,1,167
INV0001233,PROD00103,2025-09-28,167,105,113,1,160
INV0001234,PROD00103,2025-10-28,160,105,113,1,153
INV0001235,PROD00103,2025-11-28,153,105,113,1,146
INV0001236,PROD00103,2025-12-28,146,111,121,9,145
INV0001237,PROD00104,2025-01-28,249,72,109,2,214
INV0001238,PROD00104,2025-02-28,214,72,109,2,179
INV0001239,PROD00104,2025-03-28,179,72,109,2,144
INV0001240,PROD00104,2025-04-28,144,72,109,2,109
INV0001241,PROD00104,2025-05-28,109,72,109,2,74
INV0001242,PROD00104,2025-06-28,74,72,109,2,39
INV0001243,PROD00104,2025-07-28,39,72,109,2,4
INV0001244,PROD00104,2025-08-28,4,72,78,2,0
INV0001245,PROD00104,2025-09-28,0,72,74,2,0
INV0001246,PROD00104,2025-10-28,0,72,74,2,0
INV0001247,PROD00104,2025-11-28,0,72,74,2,0
INV0001248,PROD00104,2025-12-28,0,79,85,6,0
INV0001249,PROD00105,2025-01-28,136,218,90,1,265
INV0001250,PROD00105,2025-02-28,265,218,90,1,394
INV0001251,PROD00105,2025-03-28,394,218,90,1,523
INV0001252,PROD00105,2025-04-28,523,218,90,1,652
INV0001253,PROD00105,2025-05-28,652,218,90,1,781
INV0001254,PROD00105,2025-06-28,781,218,90,1,910
INV0001255,PROD00105,2025-07-28,910,218,90,1,1039
INV0001256,PROD00105,2025-08-28,1039,218,90,1,1168
INV0001257,PROD00105,2025-09-28,1168,218,90,1,1297
INV0001258,PROD00105,2025-10-28,1297,218,90,1,1426
INV0001259,PROD00105,2025-11-28,1426,218,90,1,1555
INV0001260,PROD00105,2025-12-28,1555,225,94,6,1692
INV0001261,PROD00106,2025-01-28,239,85,122,5,207
INV0001262,PROD00106,2025-02-28,207,85,122,5,175
INV0001263,PROD00106,2025-03-28,175,85,122,5,143
INV0001264,PROD00106,2025-04-28,143,85,122,5,111
INV0001265,PROD00106,2025-05-28,111,85,122,5,79
INV0001266,PROD00106,2025-06-28,79,85,122,5,47
INV0001267,PROD00106,2025-07-28,47,85,122,5,15
INV0001268,PROD00106,2025-08-28,15,85,105,5,0
INV0001269,PROD00106,2025-09-28,0,85,90,5,0
INV0001270,PROD00106,2025-10-28,0,85,90,5,0
INV0001271,PROD00106,2025-11-28,0,85,90,5,0
INV0001272,PROD00106,2025-12-28,0,89,98,9,0
INV0001273,PROD00107,2025-01-28,159,177,116,2,222
INV0001274,PROD00107,2025-02-28,222,177,116,2,285
INV0001275,PROD00107,2025-03-28,285,177,116,2,348
INV0001276,PROD00107,2025-04-28,348,177,116,2,411
INV0001277,PROD00107,2025-05-28,411,177,116,2,474
INV0001278,PROD00107,2025-06-28,474,177,116,2,537
INV0001279,PROD00107,2025-07-28,537,177,116,2,600
INV0001280,PROD00107,2025-08-28,600,177,116,2,663
INV0001281,PROD00107,2025-09-28,663,177,116,2,726
INV0001282,PROD00107,2025-10-28,726,177,116,2,789
INV0001283,PROD00107,2025-11-28,789,177,116,2,852
INV0001284,PROD00107,2025-12-28,852,183,124,8,919
INV0001285,PROD00108,2025-01-28,144,42,109,2,79
INV0001286,PROD00108,2025-02-28,79,42,109,2,14
INV0001287,PROD00108,2025-03-28,14,42,58,2,0
INV0001288,PROD00108,2025-04-28,0,42,44,2,0
INV0001289,PROD00108,2025-05-28,0,42,44,2,0
INV0001290,PROD00108,2025-06-28,0,42,44,2,0
INV0001291,PROD00108,2025-07-28,0,42,44,2,0
INV0001292,PROD00108,2025-08-28,0,42,44,2,0
INV0001293,PROD00108,2025-09-28,0,42,44,2,0
INV0001294,PROD00108,2025-10-28,0,42,44,2,0
INV0001295,PROD00108,2025-11-28,0,42,44,2,0
INV0001296,PROD00108,2025-12-28,0,53,55,2,0
INV0001297,PROD00109,2025-01-28,159,467,114,3,515
INV0001298,PROD00109,2025-02-28,515,467,114,3,871
INV0001299,PROD00109,2025-03-28,871,467,114,3,1227
INV0001300,PROD00109,2025-04-28,1227,467,114,3,1583
INV0001301,PROD00109,2025-05-28,1583,467,114,3,1939
INV0001302,PROD00109,2025-06-28,1939,467,114,3,2295
INV0001303,PROD00109,2025-07-28,2295,467,114,3,2651
INV0001304,PROD00109,2025-08-28,2651,467,114,3,3007
INV0001305,PROD00109,2025-09-28,3007,467,114,3,3363
INV0001306,PROD00109,2025-10-28,3363,467,114,3,3719
INV0001307,PROD00109,2025-11-28,3719,467,114,3,4075
INV0001308,PROD00109,2025-12-28,4075,476,121,3,4433
INV0001309,PROD00110,2025-01-28,140,76,115,3,104
INV0001310,PROD00110,2025-02-28,104,76,115,3,68
INV0001311,PROD00110,2025-03-28,68,76,115,3,32
INV0001312,PROD00110,2025-04-28,32,76,111,3,0
INV0001313,PROD00110,2025-05-28,0,76,79,3,0
INV0001314,PROD00110,2025-06-28,0,76,79,3,0
INV0001315,PROD00110,2025-07-28,0,76,79,3,0
INV0001316,PROD00110,2025-08-28,0,76,79,3,0
INV0001317,PROD00110,2025-09-28,0,76,79,3,0
INV0001318,PROD00110,2025-10-28,0,76,79,3,0
INV0001319,PROD00110,2025-11-28,0,76,79,3,0
INV0001320,PROD00110,2025-12-28,0,86,93,7,0
INV0001321,PROD00111,2025-01-28,183,201,109,4,279
INV0001322,PROD00111,2025-02-28,279,201,109,4,375
INV0001323,PROD00111,2025-03-28,375,201,109,4,471
INV0001324,PROD00111,2025-04-28,471,201,109,4,567
INV0001325,PROD00111,2025-05-28,567,201,109,4,663
INV0001326,PROD00111,2025-06-28,663,201,109,4,759
INV0001327,PROD00111,2025-07-28,759,201,109,4,855
INV0001328,PROD00111,2025-08-28,855,201,109,4,951
INV0001329,PROD00111,2025-09-28,951,201,109,4,1047
INV0001330,PROD00111,2025-10-28,1047,201,109,4,1143
INV0001331,PROD00111,2025-11-28,1143,201,109,4,1239
INV0001332,PROD00111,2025-12-28,1239,208,115,10,1342
INV0001333,PROD00112,2025-01-28,131,99,107,5,128
INV0001334,PROD00112,2025-02-28,128,99,107,5,125
INV0001335,PROD00112,2025-03-28,125,99,107,5,122
INV0001336,PROD00112,2025-04-28,122,99,107,5,119
INV0001337,PROD00112,2025-05-28,119,99,107,5,116
INV0001338,PROD00112,2025-06-28,116,99,107,5,113
INV0001339,PROD00112,2025-07-28,113,99,107,5,110
INV0001340,PROD00112,2025-08-28,110,99,107,5,107
INV0001341,PROD00112,2025-09-28,107,99,107,5,104
INV0001342,PROD00112,2025-10-28,104,99,107,5,101
INV0001343,PROD00112,2025-11-28,101,99,107,5,98
INV0001344,PROD00112,2025-12-28,98,107,116,6,95
INV0001345,PROD00113,2025-01-28,64,79,108,3,38
INV0001346,PROD00113,2025-02-28,38,79,108,3,12
INV0001347,PROD00113,2025-03-28,12,79,94,3,0
INV0001348,PROD00113,2025-04-28,0,79,82,3,0
INV0001349,PROD00113,2025-05-28,0,79,82,3,0
INV0001350,PROD00113,2025-06-28,0,79,82,3,0
INV0001351,PROD00113,2025-07-28,0,79,82,3,0
INV0001352,PROD00113,2025-08-28,0,79,82,3,0
INV0001353,PROD00113,2025-09-28,0,79,82,3,0
INV0001354,PROD00113,2025-10-28,0,79,82,3,0
INV0001355,PROD00113,2025-11-28,0,79,82,3,0
INV0001356,PROD00113,2025-12-28,0,82,90,8,0
INV0001357,PROD00114,2025-01-28,228,174,110,4,296
INV0001358,PROD00114,2025-02-28,296,174,110,4,364
INV0001359,PROD00114,2025-03-28,364,174,110,4,432
INV0001360,PROD00114,2025-04-28,432,174,110,4,500
INV0001361,PROD00114,2025-05-28,500,174,110,4,568
INV0001362,PROD00114,2025-06-28,568,174,110,4,636
INV0001363,PROD00114,2025-07-28,636,174,110,4,704
INV0001364,PROD00114,2025-08-28,704,174,110,4,772
INV0001365,PROD00114,2025-09-28,772,174,110,4,840
INV0001366,PROD00114,2025-10-28,840,174,110,4,908
INV0001367,PROD00114,2025-11-28,908,174,110,4,976
INV0001368,PROD00114,2025-12-28,976,183,113,4,1050
INV0001369,PROD00115,2025-01-28,79,137,116,3,103
INV0001370,PROD00115,2025-02-28,103,137,116,3,127
INV0001371,PROD00115,2025-03-28,127,137,116,3,151
INV0001372,PROD00115,2025-04-28,151,137,116,3,175
INV0001373,PROD00115,2025-05-28,175,137,116,3,199
INV0001374,PROD00115,2025-06-28,199,137,116,3,223
INV0001375,PROD00115,2025-07-28,223,137,116,3,247
INV0001376,PROD00115,2025-08-28,247,137,116,3,271
INV0001377,PROD00115,2025-09-28,271,137,116,3,295
INV0001378,PROD00115,2025-10-28,295,137,116,3,319
INV0001379,PROD00115,2025-11-28,319,137,116,3,343
INV0001380,PROD00115,2025-12-28,343,148,123,4,372
INV0001381,PROD00116,2025-01-28,159,216,120,2,257
INV0001382,PROD00116,2025-02-28,257,216,120,2,355
INV0001383,PROD00116,2025-03-28,355,216,120,2,453
INV0001384,PROD00116,2025-04-28,453,216,120,2,551
INV0001385,PROD00116,2025-05-28,551,216,120,2,649
INV0001386,PROD00116,2025-06-28,649,216,120,2,747
INV0001387,PROD00116,2025-07-28,747,216,120,2,845
INV0001388,PROD00116,2025-08-28,845,216,120,2,943
INV0001389,PROD00116,2025-09-28,943,216,120,2,1041
INV0001390,PROD00116,2025-10-28,1041,216,120,2,1139
INV0001391,PROD00116,2025-11-28,1139,216,120,2,1237
INV0001392,PROD00116,2025-12-28,1237,225,127,12,1347
INV0001393,PROD00117,2025-01-28,123,159,112,3,173
INV0001394,PROD00117,2025-02-28,173,159,112,3,223
INV0001395,PROD00117,2025-03-28,223,159,112,3,273
INV0001396,PROD00117,2025-04-28,273,159,112,3,323
INV0001397,PROD00117,2025-05-28,323,159,112,3,373
INV0001398,PROD00117,2025-06-28,373,159,112,3,423
INV0001399,PROD00117,2025-07-28,423,159,112,3,473
INV0001400,PROD00117,2025-08-28,473,159,112,3,523
INV0001401,PROD00117,2025-09-28,523,159,112,3,573
INV0001402,PROD00117,2025-10-28,573,159,112,3,623
INV0001403,PROD00117,2025-11-28,623,159,112,3,673
INV0001404,PROD00117,2025-12-28,673,165,115,3,726
INV0001405,PROD00118,2025-01-28,134,73,122,1,86
INV0001406,PROD00118,2025-02-28,86,73,122,1,38
INV0001407,PROD00118,2025-03-28,38,73,112,1,0
INV0001408,PROD00118,2025-04-28,0,73,74,1,0
INV0001409,PROD00118,2025-05-28,0,73,74,1,0
INV0001410,PROD00118,2025-06-28,0,73,74,1,0
INV0001411,PROD00118,2025-07-28,0,73,74,1,0
INV0001412,PROD00118,2025-08-28,0,73,74,1,0
INV0001413,PROD00118,2025-09-28,0,73,74,1,0
INV0001414,PROD00118,2025-10-28,0,73,74,1,0
INV0001415,PROD00118,2025-11-28,0,73,74,1,0
INV0001416,PROD00118,2025-12-28,0,83,85,2,0
INV0001417,PROD00119,2025-01-28,218,130,124,3,227
INV0001418,PROD00119,2025-02-28,227,130,124,3,236
INV0001419,PROD00119,2025-03-28,236,130,124,3,245
INV0001420,PROD00119,2025-04-28,245,130,124,3,254
INV0001421,PROD00119,2025-05-28,254,130,124,3,263
INV0001422,PROD00119,2025-06-28,263,130,124,3,272
INV0001423,PROD00119,2025-07-28,272,130,124,3,281
INV0001424,PROD00119,2025-08-28,281,130,124,3,290
INV0001425,PROD00119,2025-09-28,290,130,124,3,299
INV0001426,PROD00119,2025-10-28,299,130,124,3,308
INV0001427,PROD00119,2025-11-28,308,130,124,3,317
INV0001428,PROD00119,2025-12-28,317,139,128,13,341
INV0001429,PROD00120,2025-01-28,97,52,117,1,33
INV0001430,PROD00120,2025-02-28,33,52,86,1,0
INV0001431,PROD00120,2025-03-28,0,52,53,1,0
INV0001432,PROD00120,2025-04-28,0,52,53,1,0
INV0001433,PROD00120,2025-05-28,0,52,53,1,0
INV0001434,PROD00120,2025-06-28,0,52,53,1,0
INV0001435,PROD00120,2025-07-28,0,52,53,1,0
INV0001436,PROD00120,2025-08-28,0,52,53,1,0
INV0001437,PROD00120,2025-09-28,0,52,53,1,0
INV0001438,PROD00120,2025-10-28,0,52,53,1,0
INV0001439,PROD00120,2025-11-28,0,52,53,1,0
INV0001440,PROD00120,2025-12-28,0,52,59,7,0
INV0001441,PROD00121,2025-01-28,134,228,109,3,256
INV0001442,PROD00121,2025-02-28,256,228,109,3,378
INV0001443,PROD00121,2025-03-28,378,228,109,3,500
INV0001444,PROD00121,2025-04-28,500,228,109,3,622
INV0001445,PROD00121,2025-05-28,622,228,109,3,744
INV0001446,PROD00121,2025-06-28,744,228,109,3,866
INV0001447,PROD00121,2025-07-28,866,228,109,3,988
INV0001448,PROD00121,2025-08-28,988,228,109,3,1110
INV0001449,PROD00121,2025-09-28,1110,228,109,3,1232
INV0001450,PROD00121,2025-10-28,1232,228,109,3,1354
INV0001451,PROD00121,2025-11-28,1354,228,109,3,1476
INV0001452,PROD00121,2025-12-28,1476,233,120,6,1595
INV0001453,PROD00122,2025-01-28,178,71,112,0,137
INV0001454,PROD00122,2025-02-28,137,71,112,0,96
INV0001455,PROD00122,2025-03-28,96,71,112,0,55
INV0001456,PROD00122,2025-04-28,55,71,112,0,14
INV0001457,PROD00122,2025-05-28,14,71,85,0,0
INV0001458,PROD00122,2025-06-28,0,71,71,0,0
INV0001459,PROD00122,2025-07-28,0,71,71,0,0
INV0001460,PROD00122,2025-08-28,0,71,71,0,0
INV0001461,PROD00122,2025-09-28,0,71,71,0,0
INV0001462,PROD00122,2025-10-28,0,71,71,0,0
INV0001463,PROD00122,2025-11-28,0,71,71,0,0
INV0001464,PROD00122,2025-12-28,0,73,77,4,0
INV0001465,PROD00123,2025-01-28,92,183,110,2,167
INV0001466,PROD00123,2025-02-28,167,183,110,2,242
INV0001467,PROD00123,2025-03-28,242,183,110,2,317
INV0001468,PROD00123,2025-04-28,317,183,110,2,392
INV0001469,PROD00123,2025-05-28,392,183,110,2,467
INV0001470,PROD00123,2025-06-28,467,183,110,2,542
INV0001471,PROD00123,2025-07-28,542,183,110,2,617
INV0001472,PROD00123,2025-08-28,617,183,110,2,692
INV0001473,PROD00123,2025-09-28,692,183,110,2,767
INV0001474,PROD00123,2025-10-28,767,183,110,2,842
INV0001475,PROD00123,2025-11-28,842,183,110,2,917
INV0001476,PROD00123,2025-12-28,917,192,117,13,1005
INV0001477,PROD00124,2025-01-28,146,78,99,2,127
INV0001478,PROD00124,2025-02-28,127,78,99,2,108
INV0001479,PROD00124,2025-03-28,108,78,99,2,89
INV0001480,PROD00124,2025-04-28,89,78,99,2,70
INV0001481,PROD00124,2025-05-28,70,78,99,2,51
INV0001482,PROD00124,2025-06-28,51,78,99,2,32
INV0001483,PROD00124,2025-07-28,32,78,99,2,13
INV0001484,PROD00124,2025-08-28,13,78,93,2,0
INV0001485,PROD00124,2025-09-28,0,78,80,2,0
INV0001486,PROD00124,2025-10-28,0,78,80,2,0
INV0001487,PROD00124,2025-11-28,0,78,80,2,0
INV0001488,PROD00124,2025-12-28,0,78,83,5,0
INV0001489,PROD00125,2025-01-28,248,0,114,4,138
INV0001490,PROD00125,2025-02-28,138,0,114,4,28
INV0001491,PROD00125,2025-03-28,28,0,32,4,0
INV0001492,PROD00125,2025-04-28,0,0,4,4,0
INV0001493,PROD00125,2025-05-28,0,0,4,4,0
INV0001494,PROD00125,2025-06-28,0,0,4,4,0
INV0001495,PROD00125,2025-07-28,0,0,4,4,0
INV0001496,PROD00125,2025-08-28,0,0,4,4,0
INV0001497,PROD00125,2025-09-28,0,0,4,4,0
INV0001498,PROD00125,2025-10-28,0,0,4,4,0
INV0001499,PROD00125,2025-11-28,0,0,4,4,0
INV0001500,PROD00125,2025-12-28,0,0,4,4,0
INV0001501,PROD00126,2025-01-28,245,101,115,2,233
INV0001502,PROD00126,2025-02-28,233,101,115,2,221
INV0001503,PROD00126,2025-03-28,221,101,115,2,209
INV0001504,PROD00126,2025-04-28,209,101,115,2,197
INV0001505,PROD00126,2025-05-28,197,101,115,2,185
INV0001506,PROD00126,2025-06-28,185,101,115,2,173
INV0001507,PROD00126,2025-07-28,173,101,115,2,161
INV0001508,PROD00126,2025-08-28,161,101,115,2,149
INV0001509,PROD00126,2025-09-28,149,101,115,2,137
INV0001510,PROD00126,2025-10-28,137,101,115,2,125
INV0001511,PROD00126,2025-11-28,125,101,115,2,113
INV0001512,PROD00126,2025-12-28,113,112,119,10,116
INV0001513,PROD00127,2025-01-28,137,86,110,4,117
INV0001514,PROD00127,2025-02-28,117,86,110,4,97
INV0001515,PROD00127,2025-03-28,97,86,110,4,77
INV0001516,PROD00127,2025-04-28,77,86,110,4,57
INV0001517,PROD00127,2025-05-28,57,86,110,4,37
INV0001518,PROD00127,2025-06-28,37,86,110,4,17
INV0001519,PROD00127,2025-07-28,17,86,107,4,0
INV0001520,PROD00127,2025-08-28,0,86,90,4,0
INV0001521,PROD00127,2025-09-28,0,86,90,4,0
INV0001522,PROD00127,2025-10-28,0,86,90,4,0
INV0001523,PROD00127,2025-11-28,0,86,90,4,0
INV0001524,PROD00127,2025-12-28,0,92,106,14,0
INV0001525,PROD00128,2025-01-28,139,149,99,3,192
INV0001526,PROD00128,2025-02-28,192,149,99,3,245
INV0001527,PROD00128,2025-03-28,245,149,99,3,298
INV0001528,PROD00128,2025-04-28,298,149,99,3,351
INV0001529,PROD00128,2025-05-28,351,149,99,3,404
INV0001530,PROD00128,2025-06-28,404,149,99,3,457
INV0001531,PROD00128,2025-07-28,457,149,99,3,510
INV0001532,PROD00128,2025-08-28,510,149,99,3,563
INV0001533,PROD00128,2025-09-28,563,149,99,3,616
INV0001534,PROD00128,2025-10-28,616,149,99,3,669
INV0001535,PROD00128,2025-11-28,669,149,99,3,722
INV0001536,PROD00128,2025-12-28,722,154,104,7,779
INV0001537,PROD00129,2025-01-28,215,55,112,5,163
INV0001538,PROD00129,2025-02-28,163,55,112,5,111
INV0001539,PROD00129,2025-03-28,111,55,112,5,59
INV0001540,PROD00129,2025-04-28,59,55,112,5,7
INV0001541,PROD00129,2025-05-28,7,55,67,5,0
INV0001542,PROD00129,2025-06-28,0,55,60,5,0
INV0001543,PROD00129,2025-07-28,0,55,60,5,0
INV0001544,PROD00129,2025-08-28,0,55,60,5,0
INV0001545,PROD00129,2025-09-28,0,55,60,5,0
INV0001546,PROD00129,2025-10-28,0,55,60,5,0
INV0001547,PROD00129,2025-11-28,0,55,60,5,0
INV0001548,PROD00129,2025-12-28,0,61,68,7,0
INV0001549,PROD00130,2025-01-28,112,156,127,5,146
INV0001550,PROD00130,2025-02-28,146,156,127,5,180
INV0001551,PROD00130,2025-03-28,180,156,127,5,214
INV0001552,PROD00130,2025-04-28,214,156,127,5,248
INV0001553,PROD00130,2025-05-28,248,156,127,5,282
INV0001554,PROD00130,2025-06-28,282,156,127,5,316
INV0001555,PROD00130,2025-07-28,316,156,127,5,350
INV0001556,PROD00130,2025-08-28,350,156,127,5,384
INV0001557,PROD00130,2025-09-28,384,156,127,5,418
INV0001558,PROD00130,2025-10-28,418,156,127,5,452
INV0001559,PROD00130,2025-11-28,452,156,127,5,486
INV0001560,PROD00130,2025-12-28,486,158,128,11,527
INV0001561,PROD00131,2025-01-28,163,192,122,2,235
INV0001562,PROD00131,2025-02-28,235,192,122,2,307
INV0001563,PROD00131,2025-03-28,307,192,122,2,379
INV0001564,PROD00131,2025-04-28,379,192,122,2,451
INV0001565,PROD00131,2025-05-28,451,192,122,2,523
INV0001566,PROD00131,2025-06-28,523,192,122,2,595
INV0001567,PROD00131,2025-07-28,595,192,122,2,667
INV0001568,PROD00131,2025-08-28,667,192,122,2,739
INV0001569,PROD00131,2025-09-28,739,192,122,2,811
INV0001570,PROD00131,2025-10-28,811,192,122,2,883
INV0001571,PROD00131,2025-11-28,883,192,122,2,955
INV0001572,PROD00131,2025-12-28,955,199,132,9,1031
INV0001573,PROD00132,2025-01-28,82,195,121,2,158
INV0001574,PROD00132,2025-02-28,158,195,121,2,234
INV0001575,PROD00132,2025-03-28,234,195,121,2,310
INV0001576,PROD00132,2025-04-28,310,195,121,2,386
INV0001577,PROD00132,2025-05-28,386,195,121,2,462
INV0001578,PROD00132,2025-06-28,462,195,121,2,538
INV0001579,PROD00132,2025-07-28,538,195,121,2,614
INV0001580,PROD00132,2025-08-28,614,195,121,2,690
INV0001581,PROD00132,2025-09-28,690,195,121,2,766
INV0001582,PROD00132,2025-10-28,766,195,121,2,842
INV0001583,PROD00132,2025-11-28,842,195,121,2,918
INV0001584,PROD00132,2025-12-28,918,201,128,5,996
INV0001585,PROD00133,2025-01-28,105,297,112,2,292
INV0001586,PROD00133,2025-02-28,292,297,112,2,479
INV0001587,PROD00133,2025-03-28,479,297,112,2,666
INV0001588,PROD00133,2025-04-28,666,297,112,2,853
INV0001589,PROD00133,2025-05-28,853,297,112,2,1040
INV0001590,PROD00133,2025-06-28,1040,297,112,2,1227
INV0001591,PROD00133,2025-07-28,1227,297,112,2,1414
INV0001592,PROD00133,2025-08-28,1414,297,112,2,1601
INV0001593,PROD00133,2025-09-28,1601,297,112,2,1788
INV0001594,PROD00133,2025-10-28,1788,297,112,2,1975
INV0001595,PROD00133,2025-11-28,1975,297,112,2,2162
INV0001596,PROD00133,2025-12-28,2162,303,119,5,2351
INV0001597,PROD00134,2025-01-28,117,60,113,2,66
INV0001598,PROD00134,2025-02-28,66,60,113,2,15
INV0001599,PROD00134,2025-03-28,15,60,77,2,0
INV0001600,PROD00134,2025-04-28,0,60,62,2,0
INV0001601,PROD00134,2025-05-28,0,60,62,2,0
INV0001602,PROD00134,2025-06-28,0,60,62,2,0
INV0001603,PROD00134,2025-07-28,0,60,62,2,0
INV0001604,PROD00134,2025-08-28,0,60,62,2,0
INV0001605,PROD00134,2025-09-28,0,60,62,2,0
INV0001606,PROD00134,2025-10-28,0,60,62,2,0
INV0001607,PROD00134,2025-11-28,0,60,62,2,0
INV0001608,PROD00134,2025-12-28,0,70,81,11,0
