order_id,customer_id,order_date,order_status,sales_channel,delivery_method,shipping_region
ORD007587,CUST01552,2025-11-20 17:20:00,Completed,Marketplace,Home Delivery,North West
ORD007588,CUST00808,2025-01-14 21:02:00,Completed,Online,Courier,East of England
ORD007589,CUST00192,2026-02-11 15:48:00,Completed,Online,Click & Collect,East of England
ORD007590,CUST01296,2026-03-10 03:42:00,Cancelled,Marketplace,Click & Collect,South East
ORD007591,CUST04534,2025-04-11 23:56:00,Completed,Online,Courier,Yorkshire & Humber
ORD007592,CUST01388,2025-12-30 22:03:00,Completed,Marketplace,Home Delivery,East of England
ORD007593,CUST03355,2025-07-13 22:01:00,Completed,Online,Click & Collect,East Midlands
ORD007594,CUST02396,2025-09-09 06:29:00,Completed,Online,Click & Collect,Wales
ORD007595,CUST04043,2025-07-11 04:01:00,Cancelled,Online,Home Delivery,Yorkshire & Humber
ORD007596,CUST01609,2025-06-06 01:36:00,Partially Fulfilled,Online,Courier,West Midlands
ORD007597,CUST00679,2025-09-20 20:04:00,Cancelled,Online,Home Delivery,South East
ORD007598,CUST00522,2026-01-31 07:03:00,Completed,Online,Home Delivery,London
ORD007599,CUST04110,2026-05-21 21:00:00,Partially Fulfilled,Online,Home Delivery,Northern Ireland
ORD007600,CUST02004,2026-04-28 14:42:00,Completed,Online,Click & Collect,Wales
ORD007601,CUST04428,2026-04-30 12:16:00,Completed,Online,Home Delivery,West Midlands
ORD007602,CUST02522,2026-05-05 15:10:00,Completed,Online,Home Delivery,South West
ORD007603,CUST00022,2026-05-07 09:59:00,Completed,Marketplace,Click & Collect,Yorkshire & Humber
ORD007604,CUST01949,2025-05-15 03:09:00,Completed,Online,Click & Collect,London
ORD007605,CUST04702,2025-03-27 16:11:00,Completed,Trade Counter,Click & Collect,East of England
ORD007606,CUST00361,2026-05-13 00:42:00,Completed,Trade Counter,Courier,East of England
ORD007607,CUST04111,2026-05-08 02:38:00,Completed,Online,Courier,West Midlands
ORD007608,CUST04076,2025-11-04 11:56:00,Completed,Online,Courier,West Midlands
ORD007609,CUST04834,2026-07-01 02:31:00,Completed,Marketplace,Home Delivery,Scotland
ORD007610,CUST01456,2026-03-06 20:19:00,Completed,Marketplace,Click & Collect,East Midlands
ORD007611,CUST00772,2025-01-25 09:42:00,Partially Fulfilled,Online,Home Delivery,North West
ORD007612,CUST04593,2025-08-23 17:04:00,Completed,Online,Courier,London
ORD007613,CUST00069,2025-09-21 21:13:00,Completed,Online,Courier,South East
ORD007614,CUST02380,2025-09-24 07:39:00,Completed,Online,Click & Collect,East of England
ORD007615,CUST04594,2025-02-24 20:51:00,Partially Fulfilled,Online,Click & Collect,Yorkshire & Humber
ORD007616,CUST00559,2026-01-07 00:00:00,Completed,Online,Courier,London
ORD007617,CUST01405,2025-06-26 21:35:00,Partially Fulfilled,Online,Home Delivery,Wales
ORD007618,CUST02930,2025-04-29 11:58:00,Completed,Online,Click & Collect,South West
ORD007619,CUST00173,2025-09-30 06:20:00,Completed,Online,Click & Collect,South East
ORD007620,CUST03705,2025-02-07 08:06:00,Completed,Online,Click & Collect,Northern Ireland
ORD007621,CUST01574,2025-06-23 14:21:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD007622,CUST03227,2025-08-16 12:01:00,Completed,Online,Click & Collect,North East
ORD007623,CUST04267,2026-03-28 03:23:00,Completed,Online,Courier,Wales
ORD007624,CUST00863,2025-03-25 12:43:00,Completed,Online,Courier,South West
ORD007625,CUST04007,2025-04-08 23:31:00,Completed,Marketplace,Home Delivery,West Midlands
ORD007626,CUST04433,2026-01-08 21:07:00,Completed,Trade Counter,Courier,South East
ORD007627,CUST03798,2025-03-10 10:37:00,Pending,Marketplace,Courier,London
ORD007628,CUST02093,2025-09-08 04:30:00,Completed,Online,Home Delivery,South West
ORD007629,CUST04887,2025-04-30 15:27:00,Completed,Marketplace,Courier,Northern Ireland
ORD007630,CUST01082,2025-07-02 05:50:00,Completed,Online,Click & Collect,Wales
ORD007631,CUST01503,2025-05-14 06:39:00,Completed,Online,Home Delivery,West Midlands
ORD007632,CUST00021,2025-01-17 12:27:00,Completed,Online,Courier,South East
ORD007633,CUST02488,2025-12-04 09:02:00,Completed,Online,Home Delivery,Northern Ireland
ORD007634,CUST04377,2025-02-16 12:46:00,Completed,Online,Home Delivery,South West
ORD007635,CUST01561,2025-01-21 14:30:00,Partially Fulfilled,Online,Click & Collect,Scotland
ORD007636,CUST02114,2025-07-17 11:48:00,Completed,Online,Click & Collect,London
ORD007637,CUST02970,2025-03-12 10:04:00,Completed,Online,Home Delivery,West Midlands
ORD007638,CUST04380,2026-06-26 07:58:00,Completed,Online,Home Delivery,Scotland
ORD007639,CUST03595,2025-05-07 16:31:00,Completed,Online,Click & Collect,North East
ORD007640,CUST00472,2025-12-20 11:15:00,Completed,Online,Courier,Northern Ireland
ORD007641,CUST03148,2025-09-25 11:50:00,Completed,Online,Home Delivery,Northern Ireland
ORD007642,CUST01859,2025-10-05 15:45:00,Completed,Online,Home Delivery,North West
ORD007643,CUST00918,2025-06-27 19:26:00,Pending,Online,Home Delivery,East of England
ORD007644,CUST01829,2026-01-29 16:12:00,Completed,Online,Courier,East Midlands
ORD007645,CUST01019,2026-03-22 17:28:00,Cancelled,Online,Home Delivery,East of England
ORD007646,CUST00373,2025-11-08 03:49:00,Completed,Online,Home Delivery,East Midlands
ORD007647,CUST01907,2026-07-11 19:59:00,Completed,Online,Click & Collect,London
ORD007648,CUST01731,2026-03-16 09:42:00,Cancelled,Online,Courier,London
ORD007649,CUST02708,2025-01-29 08:02:00,Completed,Online,Click & Collect,West Midlands
ORD007650,CUST03649,2025-05-19 18:09:00,Completed,Marketplace,Click & Collect,East of England
ORD007651,CUST00577,2025-05-20 21:48:00,Completed,Marketplace,Home Delivery,South West
ORD007652,CUST01742,2025-06-25 19:11:00,Completed,Online,Home Delivery,South West
ORD007653,CUST00116,2025-04-12 19:15:00,Completed,Online,Courier,West Midlands
ORD007654,CUST04134,2025-11-14 14:49:00,Completed,Online,Click & Collect,London
ORD007655,CUST02341,2025-01-12 20:23:00,Cancelled,Online,Home Delivery,East Midlands
ORD007656,CUST00872,2025-12-22 13:55:00,Completed,Online,Courier,East of England
ORD007657,CUST01609,2026-07-22 04:09:00,Completed,Trade Counter,Courier,West Midlands
ORD007658,CUST03823,2025-08-20 21:21:00,Completed,Online,Home Delivery,Yorkshire & Humber
ORD007659,CUST04028,2026-05-26 11:56:00,Completed,Marketplace,Home Delivery,South West
ORD007660,CUST00535,2026-06-07 00:34:00,Partially Fulfilled,Online,Home Delivery,East Midlands
ORD007661,CUST02017,2025-05-03 17:09:00,Completed,Trade Counter,Courier,North West
ORD007662,CUST04695,2025-06-12 19:02:00,Completed,Online,Courier,London
ORD007663,CUST02348,2025-04-06 14:39:00,Completed,Online,Courier,Scotland
ORD007664,CUST02290,2025-06-11 18:31:00,Completed,Online,Click & Collect,South East
ORD007665,CUST02187,2025-11-15 07:15:00,Completed,Marketplace,Courier,Wales
ORD007666,CUST01627,2025-04-03 08:31:00,Completed,Online,Courier,Yorkshire & Humber
ORD007667,CUST03622,2025-03-30 01:41:00,Completed,Online,Home Delivery,South East
ORD007668,CUST02165,2026-02-17 19:27:00,Completed,Online,Courier,North East
ORD007669,CUST00344,2025-10-28 03:20:00,Completed,Online,Click & Collect,South East
ORD007670,CUST00160,2026-05-08 16:30:00,Completed,Marketplace,Courier,South West
ORD007671,CUST01995,2026-03-13 08:14:00,Completed,Online,Click & Collect,Scotland
ORD007672,CUST04875,2025-12-30 15:22:00,Partially Fulfilled,Marketplace,Courier,Northern Ireland
ORD007673,CUST01960,2026-07-12 04:47:00,Completed,Online,Click & Collect,West Midlands
ORD007674,CUST03538,2025-10-18 07:12:00,Cancelled,Trade Counter,Courier,London
ORD007675,CUST02809,2026-06-03 05:21:00,Cancelled,Online,Home Delivery,Northern Ireland
ORD007676,CUST03693,2026-04-06 09:17:00,Completed,Online,Click & Collect,South West
ORD007677,CUST00348,2026-05-28 18:43:00,Completed,Online,Click & Collect,East Midlands
ORD007678,CUST01711,2025-11-11 20:04:00,Completed,Trade Counter,Home Delivery,West Midlands
ORD007679,CUST01216,2026-01-29 02:17:00,Completed,Online,Click & Collect,East of England
ORD007680,CUST04627,2025-03-03 16:24:00,Completed,Online,Home Delivery,North West
ORD007681,CUST03803,2025-05-12 15:39:00,Completed,Online,Home Delivery,North East
ORD007682,CUST00996,2026-07-22 09:50:00,Completed,Online,Home Delivery,Northern Ireland
ORD007683,CUST01345,2026-07-10 03:19:00,Cancelled,Online,Click & Collect,East of England
ORD007684,CUST03108,2026-04-26 12:22:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD007685,CUST02781,2025-01-31 21:47:00,Completed,Online,Courier,South East
ORD007686,CUST03353,2026-07-14 03:23:00,Completed,Online,Courier,North East
ORD007687,CUST01967,2025-09-26 18:51:00,Cancelled,Online,Courier,Northern Ireland
ORD007688,CUST02416,2025-11-11 20:32:00,Completed,Online,Home Delivery,West Midlands
ORD007689,CUST01831,2026-06-15 21:58:00,Completed,Online,Courier,North West
ORD007690,CUST03306,2026-01-16 21:14:00,Completed,Trade Counter,Click & Collect,West Midlands
ORD007691,CUST04905,2026-05-27 23:15:00,Completed,Online,Home Delivery,Yorkshire & Humber
ORD007692,CUST04469,2026-04-07 06:55:00,Completed,Online,Courier,East Midlands
ORD007693,CUST00648,2026-03-12 04:03:00,Completed,Online,Click & Collect,South East
ORD007694,CUST04337,2026-05-17 18:46:00,Completed,Online,Courier,Yorkshire & Humber
ORD007695,CUST04189,2026-01-18 21:31:00,Cancelled,Online,Click & Collect,South East
ORD007696,CUST00410,2026-06-15 20:27:00,Completed,Marketplace,Courier,London
ORD007697,CUST04273,2026-03-27 03:31:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD007698,CUST02840,2026-03-03 02:44:00,Completed,Online,Home Delivery,North West
ORD007699,CUST04167,2025-06-12 09:56:00,Completed,Online,Courier,London
ORD007700,CUST04121,2025-09-28 23:50:00,Completed,Online,Courier,Yorkshire & Humber
ORD007701,CUST02259,2026-05-28 02:35:00,Completed,Online,Home Delivery,North East
ORD007702,CUST01886,2025-12-18 00:35:00,Completed,Online,Courier,Yorkshire & Humber
ORD007703,CUST01584,2026-01-29 06:46:00,Completed,Marketplace,Home Delivery,South West
ORD007704,CUST03883,2026-03-09 14:41:00,Partially Fulfilled,Online,Home Delivery,London
ORD007705,CUST00387,2026-04-24 13:00:00,Completed,Trade Counter,Courier,North East
ORD007706,CUST04816,2025-12-17 23:40:00,Pending,Online,Home Delivery,Yorkshire & Humber
ORD007707,CUST02622,2025-10-09 18:12:00,Completed,Marketplace,Home Delivery,South West
ORD007708,CUST04091,2025-12-28 13:49:00,Completed,Marketplace,Home Delivery,Wales
ORD007709,CUST02962,2026-05-14 10:35:00,Completed,Online,Courier,West Midlands
ORD007710,CUST03555,2025-09-30 19:07:00,Completed,Online,Home Delivery,North East
ORD007711,CUST04933,2026-07-14 02:08:00,Completed,Online,Click & Collect,West Midlands
ORD007712,CUST04972,2026-07-06 13:42:00,Completed,Online,Home Delivery,East Midlands
ORD007713,CUST02093,2026-07-18 10:57:00,Completed,Online,Click & Collect,South West
ORD007714,CUST02896,2026-05-25 15:13:00,Completed,Online,Home Delivery,West Midlands
ORD007715,CUST00910,2025-11-03 17:24:00,Cancelled,Online,Courier,South West
ORD007716,CUST04914,2025-06-03 07:34:00,Completed,Online,Courier,Yorkshire & Humber
ORD007717,CUST00950,2026-02-01 11:06:00,Completed,Online,Courier,East Midlands
ORD007718,CUST01096,2025-09-01 06:07:00,Completed,Marketplace,Click & Collect,Wales
ORD007719,CUST04336,2025-01-24 07:57:00,Completed,Online,Courier,South West
ORD007720,CUST02182,2025-07-06 03:19:00,Completed,Online,Click & Collect,South West
ORD007721,CUST01434,2025-04-16 22:21:00,Completed,Marketplace,Courier,West Midlands
ORD007722,CUST01062,2025-07-04 04:37:00,Completed,Online,Courier,South East
ORD007723,CUST04555,2026-07-05 00:59:00,Completed,Online,Click & Collect,North East
ORD007724,CUST04060,2025-02-20 07:32:00,Completed,Online,Courier,Wales
ORD007725,CUST03595,2026-05-21 02:23:00,Cancelled,Online,Courier,North East
ORD007726,CUST03521,2026-02-08 21:18:00,Cancelled,Marketplace,Click & Collect,Wales
ORD007727,CUST00073,2026-07-15 03:09:00,Completed,Online,Click & Collect,North East
ORD007728,CUST04496,2025-05-02 05:00:00,Completed,Trade Counter,Click & Collect,Wales
ORD007729,CUST03140,2025-07-31 17:30:00,Completed,Online,Click & Collect,Northern Ireland
ORD007730,CUST02454,2026-04-23 04:30:00,Completed,Online,Courier,Yorkshire & Humber
ORD007731,CUST04278,2025-05-12 02:13:00,Completed,Marketplace,Courier,South West
ORD007732,CUST03212,2025-05-25 05:26:00,Completed,Online,Click & Collect,East of England
ORD007733,CUST04077,2025-07-21 13:58:00,Completed,Trade Counter,Courier,South East
ORD007734,CUST03149,2025-06-12 20:28:00,Completed,Online,Home Delivery,Northern Ireland
ORD007735,CUST03299,2026-06-26 20:53:00,Completed,Trade Counter,Home Delivery,South East
ORD007736,CUST00050,2026-05-12 03:45:00,Completed,Online,Click & Collect,Scotland
ORD007737,CUST01581,2025-05-05 22:41:00,Completed,Online,Click & Collect,Scotland
ORD007738,CUST02846,2025-12-11 11:54:00,Completed,Marketplace,Click & Collect,South West
ORD007739,CUST03403,2025-09-17 10:29:00,Completed,Online,Click & Collect,Wales
ORD007740,CUST02662,2026-07-07 16:20:00,Completed,Marketplace,Click & Collect,South East
ORD007741,CUST02412,2025-05-02 03:21:00,Completed,Online,Courier,North West
ORD007742,CUST01625,2025-10-07 07:21:00,Completed,Online,Click & Collect,South West
ORD007743,CUST02136,2026-02-08 13:17:00,Completed,Online,Click & Collect,East of England
ORD007744,CUST01824,2026-01-10 16:43:00,Completed,Online,Click & Collect,West Midlands
ORD007745,CUST03260,2025-05-01 21:29:00,Pending,Online,Click & Collect,London
ORD007746,CUST01842,2026-02-11 03:59:00,Completed,Online,Courier,Northern Ireland
ORD007747,CUST02622,2026-03-21 21:26:00,Completed,Online,Click & Collect,South West
ORD007748,CUST01327,2025-10-11 09:21:00,Completed,Marketplace,Courier,West Midlands
ORD007749,CUST02310,2025-12-22 16:58:00,Completed,Online,Courier,Scotland
ORD007750,CUST02442,2026-07-17 15:09:00,Pending,Marketplace,Click & Collect,London
ORD007751,CUST02804,2026-06-28 14:41:00,Completed,Online,Courier,North West
ORD007752,CUST02918,2025-07-07 02:23:00,Completed,Marketplace,Home Delivery,South West
ORD007753,CUST02271,2025-06-26 19:47:00,Completed,Online,Click & Collect,Scotland
ORD007754,CUST02283,2026-07-21 12:56:00,Completed,Online,Click & Collect,East Midlands
ORD007755,CUST02699,2026-03-03 04:46:00,Completed,Online,Click & Collect,West Midlands
ORD007756,CUST04421,2025-01-05 04:32:00,Completed,Online,Home Delivery,North West
ORD007757,CUST03959,2025-11-13 18:25:00,Completed,Marketplace,Courier,North West
ORD007758,CUST01181,2025-03-30 17:20:00,Completed,Online,Courier,North East
ORD007759,CUST02522,2025-02-20 10:42:00,Completed,Online,Click & Collect,South West
ORD007760,CUST00126,2026-03-10 04:05:00,Completed,Marketplace,Home Delivery,East Midlands
ORD007761,CUST03362,2026-03-24 07:17:00,Completed,Online,Click & Collect,West Midlands
ORD007762,CUST01847,2025-12-02 08:34:00,Completed,Online,Home Delivery,North West
ORD007763,CUST03252,2025-09-12 22:31:00,Completed,Online,Home Delivery,Northern Ireland
ORD007764,CUST00883,2026-03-19 22:28:00,Completed,Online,Home Delivery,South West
ORD007765,CUST01189,2026-02-02 22:20:00,Completed,Marketplace,Courier,East Midlands
ORD007766,CUST02659,2025-07-28 23:46:00,Completed,Online,Click & Collect,London
ORD007767,CUST04710,2025-09-06 05:27:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD007768,CUST02697,2025-01-28 07:27:00,Completed,Online,Home Delivery,Northern Ireland
ORD007769,CUST03393,2026-07-25 21:04:00,Completed,Online,Courier,West Midlands
ORD007770,CUST00821,2026-05-17 02:44:00,Completed,Online,Home Delivery,West Midlands
ORD007771,CUST04463,2025-11-05 04:40:00,Completed,Online,Home Delivery,Wales
ORD007772,CUST02546,2025-12-03 17:08:00,Partially Fulfilled,Online,Home Delivery,North West
ORD007773,CUST03246,2026-03-19 18:14:00,Completed,Online,Home Delivery,Yorkshire & Humber
ORD007774,CUST02024,2025-05-13 07:05:00,Pending,Online,Home Delivery,East of England
ORD007775,CUST03493,2026-03-16 04:23:00,Cancelled,Online,Home Delivery,East of England
ORD007776,CUST04520,2025-02-06 02:46:00,Completed,Online,Click & Collect,Wales
ORD007777,CUST03750,2026-02-09 09:41:00,Completed,Marketplace,Home Delivery,West Midlands
ORD007778,CUST00790,2025-12-29 06:37:00,Completed,Online,Courier,London
ORD007779,CUST00752,2025-11-25 07:03:00,Completed,Trade Counter,Home Delivery,West Midlands
ORD007780,CUST02645,2025-01-13 18:39:00,Pending,Online,Courier,South West
ORD007781,CUST00027,2026-05-04 22:58:00,Completed,Trade Counter,Courier,Northern Ireland
ORD007782,CUST01186,2025-02-13 03:52:00,Partially Fulfilled,Online,Courier,Wales
ORD007783,CUST00019,2025-11-28 03:02:00,Cancelled,Online,Click & Collect,Yorkshire & Humber
ORD007784,CUST04308,2026-03-21 04:48:00,Completed,Online,Click & Collect,South East
ORD007785,CUST04465,2025-06-19 04:37:00,Completed,Online,Click & Collect,Northern Ireland
ORD007786,CUST02868,2026-02-15 11:05:00,Completed,Marketplace,Click & Collect,Yorkshire & Humber
ORD007787,CUST03778,2026-07-15 04:58:00,Completed,Online,Courier,Northern Ireland
ORD007788,CUST03272,2025-06-20 13:55:00,Completed,Online,Home Delivery,West Midlands
ORD007789,CUST02476,2025-09-24 18:56:00,Completed,Trade Counter,Click & Collect,Scotland
ORD007790,CUST02791,2025-10-17 08:50:00,Pending,Marketplace,Courier,Scotland
ORD007791,CUST01892,2025-10-06 07:53:00,Completed,Marketplace,Home Delivery,East Midlands
ORD007792,CUST02941,2026-01-06 08:57:00,Completed,Marketplace,Courier,South East
ORD007793,CUST02858,2025-02-05 18:03:00,Completed,Marketplace,Courier,North West
ORD007794,CUST03739,2025-07-29 04:07:00,Completed,Online,Home Delivery,North West
ORD007795,CUST03971,2025-01-27 03:28:00,Completed,Online,Home Delivery,Scotland
ORD007796,CUST04014,2025-12-30 12:23:00,Cancelled,Marketplace,Courier,West Midlands
ORD007797,CUST01093,2025-06-01 04:14:00,Partially Fulfilled,Marketplace,Home Delivery,Yorkshire & Humber
ORD007798,CUST02709,2025-07-21 20:06:00,Completed,Online,Courier,East Midlands
ORD007799,CUST02735,2025-12-15 09:28:00,Partially Fulfilled,Online,Home Delivery,East Midlands
ORD007800,CUST01759,2025-08-17 13:34:00,Completed,Online,Click & Collect,Northern Ireland
ORD007801,CUST03007,2025-04-22 06:59:00,Completed,Trade Counter,Home Delivery,South West
ORD007802,CUST03683,2025-07-08 13:01:00,Partially Fulfilled,Online,Courier,North East
ORD007803,CUST02571,2025-06-06 20:38:00,Completed,Online,Click & Collect,East Midlands
ORD007804,CUST04602,2025-04-27 14:45:00,Partially Fulfilled,Online,Click & Collect,South West
ORD007805,CUST00581,2026-04-02 08:10:00,Completed,Trade Counter,Home Delivery,South East
ORD007806,CUST02101,2025-07-18 18:24:00,Completed,Online,Home Delivery,South East
ORD007807,CUST00484,2026-06-02 18:28:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD007808,CUST00407,2026-07-07 12:12:00,Completed,Online,Click & Collect,Wales
ORD007809,CUST01321,2025-03-11 18:01:00,Completed,Online,Courier,East of England
ORD007810,CUST00035,2025-09-21 09:54:00,Completed,Online,Courier,South East
ORD007811,CUST01317,2025-12-14 22:49:00,Pending,Online,Home Delivery,North West
ORD007812,CUST02253,2026-04-17 20:22:00,Completed,Online,Home Delivery,Yorkshire & Humber
ORD007813,CUST03580,2026-03-13 19:51:00,Cancelled,Online,Home Delivery,North West
ORD007814,CUST03365,2025-01-02 09:47:00,Completed,Marketplace,Courier,Scotland
ORD007815,CUST00674,2026-01-06 04:33:00,Completed,Online,Click & Collect,Scotland
ORD007816,CUST04468,2026-06-24 17:21:00,Completed,Online,Courier,East Midlands
ORD007817,CUST02523,2025-05-20 11:42:00,Completed,Trade Counter,Home Delivery,London
ORD007818,CUST01447,2026-04-23 05:13:00,Completed,Online,Courier,South West
ORD007819,CUST04329,2025-09-27 03:27:00,Completed,Trade Counter,Click & Collect,London
ORD007820,CUST02395,2026-05-06 15:07:00,Completed,Online,Courier,North East
ORD007821,CUST01284,2026-05-30 13:06:00,Completed,Marketplace,Click & Collect,Yorkshire & Humber
ORD007822,CUST00343,2025-08-21 16:09:00,Completed,Trade Counter,Courier,North East
ORD007823,CUST01767,2026-07-24 17:13:00,Completed,Online,Courier,North West
ORD007824,CUST03836,2026-04-20 06:19:00,Completed,Marketplace,Home Delivery,Wales
ORD007825,CUST01919,2025-03-07 01:02:00,Partially Fulfilled,Online,Courier,North West
ORD007826,CUST02095,2025-07-15 17:18:00,Completed,Online,Click & Collect,North East
ORD007827,CUST02827,2026-02-22 19:30:00,Completed,Online,Courier,Yorkshire & Humber
ORD007828,CUST02752,2025-05-28 14:41:00,Completed,Marketplace,Courier,North West
ORD007829,CUST00853,2025-05-03 23:53:00,Completed,Online,Click & Collect,Scotland
ORD007830,CUST02676,2025-01-09 06:53:00,Completed,Online,Home Delivery,Yorkshire & Humber
ORD007831,CUST01151,2025-03-21 22:55:00,Completed,Online,Home Delivery,Northern Ireland
ORD007832,CUST02917,2025-10-01 04:48:00,Completed,Online,Home Delivery,East Midlands
ORD007833,CUST04718,2025-04-15 14:23:00,Completed,Marketplace,Home Delivery,Northern Ireland
ORD007834,CUST00020,2025-06-17 02:02:00,Completed,Online,Courier,South East
ORD007835,CUST01728,2025-04-08 06:22:00,Completed,Online,Click & Collect,North East
ORD007836,CUST00739,2025-04-03 17:26:00,Completed,Marketplace,Home Delivery,North West
ORD007837,CUST03634,2026-04-03 21:46:00,Completed,Trade Counter,Courier,South East
ORD007838,CUST03100,2025-11-12 20:19:00,Completed,Marketplace,Courier,East of England
ORD007839,CUST04028,2026-03-21 13:33:00,Completed,Online,Home Delivery,South West
ORD007840,CUST00425,2025-03-18 16:09:00,Completed,Marketplace,Courier,East Midlands
ORD007841,CUST03893,2025-08-17 09:38:00,Partially Fulfilled,Online,Click & Collect,South East
ORD007842,CUST03324,2026-01-21 02:23:00,Completed,Online,Click & Collect,North East
ORD007843,CUST00634,2026-05-14 12:43:00,Completed,Online,Courier,London
ORD007844,CUST02337,2025-07-17 09:28:00,Cancelled,Online,Home Delivery,East of England
ORD007845,CUST00170,2026-04-08 09:37:00,Completed,Marketplace,Home Delivery,Scotland
ORD007846,CUST04757,2026-02-09 07:40:00,Completed,Marketplace,Click & Collect,Scotland
ORD007847,CUST00603,2026-04-07 10:59:00,Completed,Marketplace,Home Delivery,Wales
ORD007848,CUST02873,2025-12-15 19:05:00,Completed,Online,Home Delivery,South East
ORD007849,CUST03223,2026-02-10 09:16:00,Completed,Online,Click & Collect,London
ORD007850,CUST04703,2025-08-20 10:21:00,Completed,Online,Courier,East Midlands
ORD007851,CUST00187,2026-07-16 09:49:00,Completed,Online,Courier,East of England
ORD007852,CUST03860,2025-05-19 11:14:00,Completed,Online,Courier,Yorkshire & Humber
ORD007853,CUST00777,2025-11-27 23:00:00,Completed,Trade Counter,Home Delivery,West Midlands
ORD007854,CUST04638,2025-06-22 09:16:00,Completed,Marketplace,Courier,East Midlands
ORD007855,CUST02925,2025-02-13 00:10:00,Completed,Online,Home Delivery,South East
ORD007856,CUST01902,2025-12-31 10:26:00,Completed,Trade Counter,Courier,Wales
ORD007857,CUST00410,2025-06-20 07:51:00,Pending,Trade Counter,Courier,London
ORD007858,CUST04611,2026-04-02 03:08:00,Completed,Marketplace,Home Delivery,North West
ORD007859,CUST02285,2025-06-09 19:38:00,Pending,Marketplace,Click & Collect,North West
ORD007860,CUST00038,2025-05-20 19:54:00,Completed,Marketplace,Home Delivery,Yorkshire & Humber
ORD007861,CUST03730,2025-04-12 16:45:00,Completed,Online,Home Delivery,Wales
ORD007862,CUST02360,2026-07-22 14:37:00,Completed,Trade Counter,Click & Collect,North West
ORD007863,CUST01325,2025-01-30 23:22:00,Completed,Online,Courier,London
ORD007864,CUST01566,2025-11-09 20:46:00,Completed,Online,Courier,East Midlands
ORD007865,CUST00682,2025-08-05 17:57:00,Completed,Online,Home Delivery,Wales
ORD007866,CUST03929,2025-02-28 07:42:00,Completed,Trade Counter,Click & Collect,East Midlands
ORD007867,CUST02183,2025-03-28 02:50:00,Completed,Marketplace,Home Delivery,East of England
ORD007868,CUST02386,2025-09-27 10:25:00,Completed,Online,Home Delivery,West Midlands
ORD007869,CUST04457,2025-10-19 02:14:00,Completed,Marketplace,Click & Collect,East of England
ORD007870,CUST04872,2025-06-27 12:51:00,Completed,Marketplace,Click & Collect,Wales
ORD007871,CUST01126,2025-06-14 08:25:00,Completed,Trade Counter,Click & Collect,London
ORD007872,CUST00362,2026-07-01 15:44:00,Completed,Online,Home Delivery,South West
ORD007873,CUST00572,2025-06-25 16:12:00,Pending,Online,Courier,North West
ORD007874,CUST00651,2026-02-19 06:43:00,Completed,Online,Click & Collect,Wales
ORD007875,CUST02899,2026-05-02 06:02:00,Completed,Online,Home Delivery,Yorkshire & Humber
ORD007876,CUST02318,2025-10-17 06:44:00,Completed,Marketplace,Click & Collect,Yorkshire & Humber
ORD007877,CUST04400,2026-01-28 08:05:00,Completed,Online,Courier,East Midlands
ORD007878,CUST03331,2026-01-04 21:21:00,Completed,Online,Click & Collect,London
ORD007879,CUST00812,2025-02-02 06:22:00,Completed,Online,Click & Collect,London
ORD007880,CUST02878,2025-07-31 02:19:00,Completed,Online,Home Delivery,South West
ORD007881,CUST00462,2025-11-12 13:36:00,Completed,Online,Click & Collect,Northern Ireland
ORD007882,CUST03229,2026-04-24 01:32:00,Completed,Online,Home Delivery,South West
ORD007883,CUST02784,2026-04-24 12:54:00,Partially Fulfilled,Trade Counter,Click & Collect,North East
ORD007884,CUST04758,2025-03-14 02:28:00,Cancelled,Marketplace,Home Delivery,South East
ORD007885,CUST01852,2026-05-25 07:39:00,Completed,Marketplace,Home Delivery,North East
ORD007886,CUST01279,2025-11-24 11:34:00,Completed,Marketplace,Courier,East of England
ORD007887,CUST04411,2025-09-08 00:24:00,Completed,Online,Home Delivery,London
ORD007888,CUST00959,2026-01-31 10:09:00,Completed,Online,Click & Collect,East Midlands
ORD007889,CUST02145,2025-09-23 20:56:00,Completed,Trade Counter,Click & Collect,East Midlands
ORD007890,CUST04893,2025-03-19 06:20:00,Completed,Online,Click & Collect,West Midlands
ORD007891,CUST02389,2025-07-25 00:11:00,Completed,Online,Home Delivery,East Midlands
ORD007892,CUST03052,2025-02-11 05:38:00,Completed,Online,Courier,West Midlands
ORD007893,CUST00728,2026-06-13 01:20:00,Partially Fulfilled,Online,Home Delivery,South West
ORD007894,CUST02945,2025-10-15 23:19:00,Completed,Trade Counter,Home Delivery,North East
ORD007895,CUST00903,2025-11-16 00:20:00,Pending,Online,Click & Collect,North West
ORD007896,CUST03526,2025-03-05 10:14:00,Completed,Marketplace,Home Delivery,North East
ORD007897,CUST01692,2025-02-15 09:40:00,Completed,Online,Home Delivery,West Midlands
ORD007898,CUST01831,2025-09-07 05:58:00,Completed,Trade Counter,Click & Collect,North West
ORD007899,CUST02289,2025-04-10 06:29:00,Completed,Online,Home Delivery,North West
ORD007900,CUST04541,2025-08-13 16:25:00,Completed,Online,Click & Collect,North West
