return_id,order_id,product_id,return_date,quantity_returned,return_reason,refund_amount,return_status
RET000966,ORD011013,PROD00043,2025-02-11,4,Not as Described,323.0,Approved
RET000967,ORD007521,PROD00313,2026-06-11,2,Other,151.94,Approved
RET000968,ORD032579,PROD00143,2025-04-24,7,Wrong Item,588.7,Approved
RET000969,ORD040392,PROD00160,2026-03-31,3,Changed Mind,615.42,Approved
RET000970,ORD028199,PROD00239,2026-01-07,5,Other,202.25,Approved
RET000971,ORD034650,PROD00194,2026-02-03,3,Wrong Item,424.56,Approved
RET000972,ORD042759,PROD00458,2025-08-23,3,Quality Issue,527.91,Approved
RET000973,ORD046957,PROD00260,2026-05-09,2,Not as Described,462.12,Approved
RET000974,ORD023683,PROD00112,2026-05-25,3,Not as Described,76.29,Approved
RET000975,ORD035861,PROD00117,2026-06-22,2,Damaged,304.78,Approved
RET000976,ORD000333,PROD00268,2025-04-20,1,Quality Issue,161.57,Approved
RET000977,ORD037559,PROD00057,2025-12-18,1,Quality Issue,29.53,Approved
RET000978,ORD024836,PROD00164,2026-01-23,1,Late Delivery,138.75,Approved
RET000979,ORD008700,PROD00132,2026-07-14,1,Quality Issue,148.14,Approved
RET000980,ORD024140,PROD00166,2025-12-06,4,Late Delivery,694.36,Rejected
RET000981,ORD006767,PROD00227,2025-06-15,1,Changed Mind,35.09,Approved
RET000982,ORD026416,PROD00130,2025-06-05,2,Quality Issue,158.22,Rejected
RET000983,ORD028844,PROD00388,2025-05-22,1,Late Delivery,45.83,Approved
RET000984,ORD000202,PROD00279,2025-04-05,2,Changed Mind,78.08,Approved
RET000985,ORD029818,PROD00332,2025-08-02,4,Not as Described,223.32,Pending
RET000986,ORD030908,PROD00455,2025-07-22,2,Damaged,257.26,Approved
RET000987,ORD003339,PROD00062,2025-02-24,7,Not as Described,27.44,Approved
RET000988,ORD020322,PROD00486,2026-03-04,2,Other,253.38,Approved
RET000989,ORD032909,PROD00023,2025-07-22,1,Wrong Item,66.1,Approved
RET000990,ORD032791,PROD00219,2025-12-06,4,Late Delivery,244.72,Approved
RET000991,ORD033765,PROD00454,2025-06-10,9,Not as Described,1107.81,Approved
RET000992,ORD026467,PROD00089,2025-03-07,1,Damaged,99.7,Approved
RET000993,ORD006048,PROD00126,2025-06-26,1,Wrong Item,168.81,Approved
RET000994,ORD037296,PROD00409,2025-09-15,2,Quality Issue,108.74,Approved
RET000995,ORD045183,PROD00485,2025-10-13,1,Changed Mind,87.8,Approved
RET000996,ORD039466,PROD00369,2025-03-09,1,Not as Described,114.06,Approved
RET000997,ORD004763,PROD00411,2025-10-26,4,Late Delivery,604.08,Approved
RET000998,ORD028778,PROD00166,2025-09-08,4,Quality Issue,694.36,Approved
RET000999,ORD047036,PROD00409,2025-06-13,2,Other,108.74,Approved
RET001000,ORD036382,PROD00006,2026-01-04,6,Not as Described,608.16,Rejected
RET001001,ORD010749,PROD00200,2025-08-30,1,Damaged,81.39,Approved
RET001002,ORD043556,PROD00205,2025-09-06,1,Damaged,161.75,Approved
RET001003,ORD009701,PROD00476,2025-10-06,4,Damaged,151.92,Approved
RET001004,ORD018712,PROD00174,2025-06-09,2,Not as Described,247.98,Approved
RET001005,ORD041578,PROD00174,2026-02-06,1,Quality Issue,123.99,Approved
RET001006,ORD039486,PROD00131,2025-04-17,8,Not as Described,271.36,Approved
RET001007,ORD043305,PROD00408,2026-05-01,1,Late Delivery,20.9,Approved
RET001008,ORD033207,PROD00230,2026-06-14,2,Not as Described,89.66,Approved
RET001009,ORD039922,PROD00042,2026-03-11,1,Not as Described,54.43,Approved
RET001010,ORD035805,PROD00364,2025-09-06,9,Changed Mind,1007.19,Approved
RET001011,ORD042053,PROD00306,2025-10-04,6,Changed Mind,1124.52,Approved
RET001012,ORD046763,PROD00294,2026-03-24,4,Other,290.48,Approved
RET001013,ORD032855,PROD00189,2025-06-28,7,Late Delivery,89.95,Approved
RET001014,ORD007409,PROD00032,2025-10-24,2,Other,67.46,Approved
RET001015,ORD041512,PROD00021,2026-02-03,1,Late Delivery,43.93,Approved
RET001016,ORD009211,PROD00490,2025-05-26,1,Not as Described,152.66,Approved
RET001017,ORD035780,PROD00489,2025-10-21,1,Late Delivery,33.45,Approved
RET001018,ORD042999,PROD00348,2025-02-03,6,Changed Mind,587.28,Approved
RET001019,ORD034248,PROD00344,2026-05-20,2,Wrong Item,104.54,Approved
RET001020,ORD030624,PROD00457,2026-06-20,1,Damaged,181.17,Approved
RET001021,ORD026871,PROD00389,2025-02-25,1,Not as Described,26.16,Approved
RET001022,ORD027349,PROD00126,2025-04-30,1,Quality Issue,168.81,Approved
RET001023,ORD017407,PROD00091,2026-07-22,2,Other,113.78,Approved
RET001024,ORD002948,PROD00213,2025-11-09,1,Other,84.13,Approved
RET001025,ORD034122,PROD00426,2026-01-16,3,Damaged,339.78,Approved
RET001026,ORD024188,PROD00147,2025-03-28,9,Other,1207.98,Approved
RET001027,ORD009034,PROD00078,2026-02-18,2,Quality Issue,50.2,Approved
RET001028,ORD036245,PROD00079,2025-08-24,5,Wrong Item,233.85,Approved
RET001029,ORD044855,PROD00133,2025-04-20,2,Late Delivery,31.46,Approved
RET001030,ORD017601,PROD00165,2025-03-02,1,Not as Described,11.05,Approved
RET001031,ORD011824,PROD00489,2025-08-27,5,Late Delivery,167.25,Approved
RET001032,ORD027611,PROD00317,2025-07-31,6,Changed Mind,942.3,Rejected
RET001033,ORD034446,PROD00156,2025-02-23,2,Quality Issue,352.38,Approved
RET001034,ORD042263,PROD00409,2025-05-28,5,Other,271.85,Approved
RET001035,ORD034487,PROD00105,2025-05-31,1,Wrong Item,100.04,Approved
RET001036,ORD037024,PROD00194,2025-05-18,5,Not as Described,707.6,Approved
RET001037,ORD039194,PROD00263,2025-10-11,2,Other,74.1,Approved
RET001038,ORD045640,PROD00187,2025-05-25,2,Not as Described,31.0,Approved
RET001039,ORD049852,PROD00086,2025-03-13,1,Other,142.35,Approved
RET001040,ORD031395,PROD00209,2025-02-03,1,Other,67.02,Approved
RET001041,ORD013296,PROD00468,2025-07-10,1,Damaged,162.7,Approved
RET001042,ORD005492,PROD00389,2025-07-06,1,Wrong Item,26.16,Pending
RET001043,ORD025677,PROD00140,2025-06-08,4,Late Delivery,485.2,Approved
RET001044,ORD022358,PROD00388,2025-01-31,1,Not as Described,45.83,Approved
RET001045,ORD013469,PROD00071,2025-03-21,3,Late Delivery,388.44,Approved
RET001046,ORD041053,PROD00399,2025-09-17,5,Damaged,671.25,Approved
RET001047,ORD007022,PROD00098,2025-12-31,1,Quality Issue,84.39,Approved
RET001048,ORD021888,PROD00128,2026-02-23,7,Other,1451.87,Approved
RET001049,ORD017639,PROD00485,2026-07-03,3,Quality Issue,263.4,Pending
RET001050,ORD043956,PROD00083,2026-01-09,2,Changed Mind,368.14,Approved
RET001051,ORD006937,PROD00048,2026-03-22,3,Other,454.5,Approved
RET001052,ORD004558,PROD00464,2025-10-19,3,Changed Mind,336.12,Approved
RET001053,ORD026881,PROD00035,2026-07-10,6,Wrong Item,309.06,Approved
RET001054,ORD023476,PROD00498,2025-03-30,1,Changed Mind,188.0,Approved
RET001055,ORD002236,PROD00462,2026-07-13,3,Late Delivery,512.55,Approved
RET001056,ORD017028,PROD00117,2026-03-04,1,Damaged,152.39,Approved
RET001057,ORD039214,PROD00051,2026-02-25,3,Damaged,169.71,Pending
RET001058,ORD013252,PROD00327,2026-02-13,7,Not as Described,1185.73,Approved
RET001059,ORD006459,PROD00059,2025-05-18,1,Late Delivery,40.5,Approved
RET001060,ORD017047,PROD00400,2025-03-24,3,Changed Mind,257.13,Approved
RET001061,ORD047342,PROD00335,2025-10-28,2,Quality Issue,373.18,Approved
RET001062,ORD006168,PROD00083,2026-06-25,1,Wrong Item,184.07,Approved
RET001063,ORD008523,PROD00214,2025-08-06,5,Changed Mind,509.55,Approved
RET001064,ORD021988,PROD00316,2025-09-03,2,Quality Issue,61.12,Approved
RET001065,ORD027087,PROD00426,2025-04-08,9,Quality Issue,1019.34,Approved
RET001066,ORD049117,PROD00314,2026-06-14,1,Quality Issue,54.47,Approved
RET001067,ORD022350,PROD00010,2026-05-10,3,Other,127.83,Rejected
RET001068,ORD033362,PROD00339,2025-02-25,5,Quality Issue,934.1,Approved
RET001069,ORD016120,PROD00337,2025-06-12,3,Wrong Item,463.8,Approved
RET001070,ORD025932,PROD00066,2026-03-28,5,Late Delivery,681.45,Approved
RET001071,ORD002848,PROD00099,2025-02-28,5,Quality Issue,93.25,Approved
RET001072,ORD010439,PROD00109,2025-04-17,1,Changed Mind,109.14,Approved
RET001073,ORD006193,PROD00156,2025-08-31,1,Other,176.19,Approved
RET001074,ORD033031,PROD00405,2026-04-11,2,Late Delivery,156.08,Approved
RET001075,ORD032812,PROD00333,2025-08-23,5,Other,802.75,Approved
RET001076,ORD041899,PROD00174,2025-03-20,7,Changed Mind,867.93,Approved
RET001077,ORD024071,PROD00478,2026-06-03,1,Not as Described,48.11,Approved
RET001078,ORD005744,PROD00335,2025-06-16,1,Not as Described,186.59,Approved
RET001079,ORD041943,PROD00017,2026-05-05,1,Quality Issue,9.0,Approved
RET001080,ORD011560,PROD00274,2026-07-10,3,Not as Described,481.05,Approved
RET001081,ORD032355,PROD00387,2026-07-21,7,Late Delivery,183.33,Approved
RET001082,ORD013275,PROD00331,2025-05-19,2,Other,305.58,Approved
RET001083,ORD043205,PROD00001,2025-10-03,3,Late Delivery,371.19,Approved
RET001084,ORD039747,PROD00077,2025-09-11,1,Wrong Item,69.77,Approved
RET001085,ORD037702,PROD00419,2026-02-26,2,Other,250.04,Approved
RET001086,ORD018480,PROD00408,2026-02-17,4,Not as Described,83.6,Approved
RET001087,ORD014746,PROD00053,2025-08-09,5,Wrong Item,57.45,Approved
RET001088,ORD016165,PROD00097,2026-04-18,2,Changed Mind,309.7,Approved
RET001089,ORD017600,PROD00212,2025-07-26,6,Quality Issue,227.88,Approved
RET001090,ORD049730,PROD00415,2026-03-14,2,Changed Mind,350.34,Approved
RET001091,ORD017268,PROD00478,2026-02-16,2,Damaged,96.22,Approved
RET001092,ORD032448,PROD00483,2026-01-25,5,Not as Described,500.2,Approved
RET001093,ORD001564,PROD00173,2025-11-11,2,Damaged,86.48,Rejected
RET001094,ORD020989,PROD00232,2026-07-20,2,Other,252.5,Approved
RET001095,ORD022207,PROD00457,2025-11-10,2,Damaged,362.34,Approved
RET001096,ORD034502,PROD00205,2026-04-28,4,Late Delivery,647.0,Approved
RET001097,ORD007907,PROD00200,2026-01-13,3,Quality Issue,244.17,Approved
RET001098,ORD009462,PROD00172,2026-04-23,7,Late Delivery,283.85,Approved
RET001099,ORD024391,PROD00181,2026-02-03,6,Other,710.52,Approved
RET001100,ORD033921,PROD00003,2025-08-02,2,Other,273.56,Approved
RET001101,ORD020716,PROD00119,2026-06-07,4,Late Delivery,93.72,Approved
RET001102,ORD026094,PROD00339,2025-02-13,1,Wrong Item,186.82,Approved
RET001103,ORD008668,PROD00459,2025-02-27,7,Not as Described,287.0,Approved
RET001104,ORD038381,PROD00321,2026-02-01,2,Late Delivery,137.42,Approved
RET001105,ORD024127,PROD00434,2026-05-22,2,Quality Issue,296.0,Approved
RET001106,ORD027986,PROD00110,2026-01-24,5,Changed Mind,348.75,Approved
RET001107,ORD022572,PROD00311,2025-04-12,3,Not as Described,104.13,Pending
RET001108,ORD009149,PROD00286,2025-04-25,1,Quality Issue,123.79,Approved
RET001109,ORD025043,PROD00325,2025-04-13,2,Changed Mind,141.4,Approved
RET001110,ORD017613,PROD00312,2026-01-31,1,Quality Issue,191.05,Approved
RET001111,ORD014579,PROD00309,2025-09-12,8,Changed Mind,353.76,Approved
RET001112,ORD015682,PROD00020,2025-07-25,3,Late Delivery,227.7,Rejected
RET001113,ORD033952,PROD00494,2025-11-10,2,Damaged,309.78,Approved
RET001114,ORD034719,PROD00127,2025-02-19,1,Quality Issue,100.63,Approved
RET001115,ORD044136,PROD00499,2025-03-12,1,Damaged,110.64,Pending
RET001116,ORD039463,PROD00381,2026-05-07,1,Damaged,69.83,Rejected
RET001117,ORD044190,PROD00428,2025-04-01,1,Wrong Item,78.36,Approved
RET001118,ORD046657,PROD00417,2026-03-03,1,Quality Issue,65.64,Approved
RET001119,ORD039625,PROD00334,2025-10-29,7,Other,1042.16,Approved
RET001120,ORD016820,PROD00353,2025-09-01,1,Changed Mind,147.99,Approved
RET001121,ORD039941,PROD00171,2025-07-11,7,Quality Issue,726.18,Approved
RET001122,ORD025416,PROD00437,2025-04-11,1,Wrong Item,91.71,Approved
RET001123,ORD007921,PROD00298,2026-05-05,3,Wrong Item,483.69,Approved
RET001124,ORD034787,PROD00005,2025-12-24,1,Not as Described,77.79,Approved
RET001125,ORD040416,PROD00013,2026-01-03,2,Not as Described,87.22,Pending
RET001126,ORD040042,PROD00050,2025-02-13,5,Quality Issue,394.45,Approved
RET001127,ORD028327,PROD00494,2025-09-30,1,Damaged,154.89,Approved
RET001128,ORD045706,PROD00314,2026-04-15,1,Not as Described,54.47,Approved
RET001129,ORD018854,PROD00080,2025-02-18,1,Other,63.34,Approved
RET001130,ORD024144,PROD00416,2025-09-03,2,Late Delivery,238.44,Approved
RET001131,ORD018053,PROD00320,2026-01-30,3,Wrong Item,339.42,Approved
RET001132,ORD022149,PROD00007,2025-05-22,3,Not as Described,665.52,Approved
RET001133,ORD043765,PROD00487,2026-02-08,1,Quality Issue,48.73,Approved
RET001134,ORD049513,PROD00137,2025-08-03,2,Not as Described,51.44,Approved
RET001135,ORD024067,PROD00283,2026-02-23,2,Quality Issue,168.1,Approved
RET001136,ORD046897,PROD00381,2025-03-23,2,Other,139.66,Approved
RET001137,ORD027817,PROD00056,2026-07-16,4,Changed Mind,290.76,Approved
RET001138,ORD002119,PROD00323,2025-02-20,3,Late Delivery,87.51,Approved
RET001139,ORD017212,PROD00154,2026-02-11,1,Damaged,79.38,Approved
RET001140,ORD013350,PROD00109,2026-04-05,1,Damaged,109.14,Approved
RET001141,ORD014268,PROD00440,2025-05-25,5,Quality Issue,697.5,Approved
RET001142,ORD010132,PROD00128,2025-05-11,1,Quality Issue,207.41,Approved
RET001143,ORD026187,PROD00222,2025-09-19,1,Changed Mind,54.5,Approved
RET001144,ORD025279,PROD00342,2025-03-30,2,Quality Issue,257.6,Approved
RET001145,ORD023882,PROD00222,2026-07-23,2,Late Delivery,109.0,Approved
RET001146,ORD011992,PROD00479,2025-06-13,1,Changed Mind,69.65,Approved
RET001147,ORD010655,PROD00381,2025-08-12,2,Not as Described,139.66,Approved
RET001148,ORD016684,PROD00165,2025-04-10,5,Wrong Item,55.25,Approved
RET001149,ORD030472,PROD00137,2025-12-16,6,Wrong Item,154.32,Approved
RET001150,ORD010796,PROD00054,2026-01-13,1,Changed Mind,225.87,Approved
RET001151,ORD009226,PROD00481,2025-04-13,6,Not as Described,885.06,Approved
RET001152,ORD012853,PROD00238,2025-08-02,6,Wrong Item,929.64,Pending
RET001153,ORD041221,PROD00440,2026-05-09,1,Quality Issue,139.5,Approved
RET001154,ORD047339,PROD00004,2025-07-30,5,Late Delivery,495.75,Approved
RET001155,ORD010264,PROD00079,2025-08-20,1,Late Delivery,46.77,Approved
RET001156,ORD000843,PROD00381,2025-12-07,6,Not as Described,418.98,Approved
RET001157,ORD015796,PROD00404,2026-04-28,2,Late Delivery,314.46,Approved
RET001158,ORD001161,PROD00033,2025-10-06,2,Quality Issue,400.22,Approved
RET001159,ORD022469,PROD00365,2025-05-30,7,Not as Described,281.12,Pending
RET001160,ORD001073,PROD00061,2025-11-12,1,Wrong Item,191.52,Approved
RET001161,ORD013689,PROD00213,2026-05-02,1,Wrong Item,84.13,Approved
RET001162,ORD001570,PROD00411,2025-06-16,2,Not as Described,302.04,Approved
RET001163,ORD002757,PROD00104,2026-04-19,1,Changed Mind,177.25,Approved
RET001164,ORD016008,PROD00298,2026-04-10,1,Late Delivery,161.23,Pending
RET001165,ORD002494,PROD00353,2026-07-08,1,Other,147.99,Approved
RET001166,ORD028830,PROD00352,2025-04-06,5,Damaged,396.55,Approved
RET001167,ORD049512,PROD00011,2025-09-14,1,Damaged,146.69,Approved
RET001168,ORD022308,PROD00321,2026-03-22,7,Quality Issue,480.97,Rejected
RET001169,ORD041321,PROD00295,2025-10-08,2,Quality Issue,258.42,Approved
RET001170,ORD044574,PROD00409,2026-03-09,4,Wrong Item,217.48,Pending
RET001171,ORD047076,PROD00048,2025-11-06,6,Not as Described,909.0,Rejected
RET001172,ORD029465,PROD00388,2025-04-12,1,Wrong Item,45.83,Pending
RET001173,ORD003828,PROD00112,2025-04-13,3,Wrong Item,76.29,Approved
RET001174,ORD035969,PROD00133,2025-12-14,2,Damaged,31.46,Approved
RET001175,ORD049668,PROD00407,2025-04-21,4,Changed Mind,54.68,Approved
RET001176,ORD004744,PROD00452,2025-03-20,1,Changed Mind,56.06,Rejected
RET001177,ORD010981,PROD00481,2025-03-14,8,Late Delivery,1180.08,Approved
RET001178,ORD016699,PROD00102,2025-10-25,2,Not as Described,230.82,Approved
RET001179,ORD017939,PROD00312,2025-06-16,1,Damaged,191.05,Approved
RET001180,ORD029201,PROD00222,2026-06-16,9,Changed Mind,490.5,Approved
RET001181,ORD042319,PROD00153,2026-04-17,1,Other,108.04,Approved
RET001182,ORD034529,PROD00488,2026-05-28,1,Quality Issue,162.62,Approved
RET001183,ORD034753,PROD00410,2026-03-04,1,Quality Issue,143.41,Approved
RET001184,ORD026362,PROD00385,2025-02-27,1,Wrong Item,105.87,Approved
RET001185,ORD038853,PROD00427,2025-02-05,1,Damaged,185.42,Approved
RET001186,ORD031029,PROD00325,2026-02-23,1,Late Delivery,70.7,Approved
RET001187,ORD026855,PROD00003,2026-03-10,9,Wrong Item,1231.02,Approved
RET001188,ORD045751,PROD00184,2025-10-21,5,Wrong Item,697.05,Approved
RET001189,ORD009835,PROD00407,2025-11-24,5,Changed Mind,68.35,Approved
RET001190,ORD049656,PROD00406,2026-04-08,2,Late Delivery,118.38,Approved
RET001191,ORD045556,PROD00465,2025-02-23,1,Damaged,145.99,Approved
RET001192,ORD000270,PROD00194,2026-05-20,5,Damaged,707.6,Approved
RET001193,ORD026288,PROD00259,2025-05-21,1,Changed Mind,171.32,Pending
RET001194,ORD031957,PROD00333,2026-01-16,6,Quality Issue,963.3,Approved
RET001195,ORD006586,PROD00201,2026-06-24,2,Other,190.38,Approved
RET001196,ORD020231,PROD00356,2025-06-18,5,Changed Mind,479.2,Approved
RET001197,ORD008401,PROD00460,2026-03-25,1,Not as Described,157.34,Pending
RET001198,ORD000248,PROD00148,2025-10-28,8,Wrong Item,504.16,Approved
RET001199,ORD020725,PROD00161,2026-05-06,4,Late Delivery,580.88,Approved
RET001200,ORD016783,PROD00165,2026-03-28,2,Changed Mind,22.1,Pending
RET001201,ORD036454,PROD00375,2025-10-12,1,Not as Described,134.96,Approved
RET001202,ORD025334,PROD00362,2026-05-15,9,Other,941.76,Approved
RET001203,ORD012387,PROD00325,2025-11-14,4,Quality Issue,282.8,Approved
RET001204,ORD039974,PROD00229,2025-02-13,1,Quality Issue,127.35,Approved
RET001205,ORD045236,PROD00408,2025-03-17,3,Changed Mind,62.7,Approved
RET001206,ORD017670,PROD00076,2026-05-30,4,Late Delivery,709.84,Approved
RET001207,ORD016566,PROD00286,2025-06-20,2,Changed Mind,247.58,Approved
RET001208,ORD023204,PROD00021,2026-03-29,1,Wrong Item,43.93,Approved
RET001209,ORD006040,PROD00170,2025-03-01,2,Changed Mind,411.02,Pending
RET001210,ORD029434,PROD00259,2026-06-06,1,Late Delivery,171.32,Approved
RET001211,ORD026152,PROD00301,2025-03-23,7,Quality Issue,336.21,Pending
RET001212,ORD012170,PROD00249,2026-01-31,1,Other,190.35,Approved
RET001213,ORD044085,PROD00149,2025-12-28,2,Damaged,449.66,Approved
RET001214,ORD019170,PROD00125,2025-10-02,1,Changed Mind,90.57,Approved
RET001215,ORD007247,PROD00074,2025-05-18,1,Late Delivery,37.35,Approved
RET001216,ORD013436,PROD00074,2026-04-17,7,Damaged,261.45,Rejected
RET001217,ORD035192,PROD00314,2026-01-17,3,Wrong Item,163.41,Approved
RET001218,ORD042402,PROD00485,2025-09-14,1,Quality Issue,87.8,Pending
RET001219,ORD014607,PROD00134,2026-04-22,2,Quality Issue,34.96,Approved
RET001220,ORD033036,PROD00431,2025-06-28,3,Other,201.39,Approved
RET001221,ORD025954,PROD00380,2026-06-22,2,Other,114.52,Approved
RET001222,ORD015338,PROD00388,2025-11-23,4,Wrong Item,183.32,Approved
RET001223,ORD029163,PROD00385,2026-06-16,3,Other,317.61,Approved
RET001224,ORD001847,PROD00388,2026-07-07,4,Changed Mind,183.32,Rejected
RET001225,ORD043576,PROD00314,2025-09-23,3,Wrong Item,163.41,Approved
RET001226,ORD046925,PROD00180,2026-04-10,3,Damaged,250.83,Approved
RET001227,ORD037007,PROD00386,2026-07-09,3,Other,154.62,Approved
RET001228,ORD026675,PROD00303,2025-06-19,1,Not as Described,194.8,Approved
RET001229,ORD002885,PROD00354,2025-03-02,1,Damaged,111.99,Approved
RET001230,ORD049354,PROD00282,2025-11-26,2,Late Delivery,44.24,Approved
RET001231,ORD024963,PROD00098,2026-03-24,1,Quality Issue,84.39,Approved
RET001232,ORD032879,PROD00283,2025-03-28,8,Changed Mind,672.4,Approved
RET001233,ORD022222,PROD00314,2026-03-08,4,Late Delivery,217.88,Rejected
RET001234,ORD016648,PROD00186,2025-12-05,7,Damaged,1103.48,Approved
RET001235,ORD032092,PROD00462,2026-04-27,1,Not as Described,170.85,Approved
RET001236,ORD041276,PROD00466,2025-07-04,1,Wrong Item,55.46,Rejected
RET001237,ORD028993,PROD00416,2025-10-17,2,Wrong Item,238.44,Approved
RET001238,ORD006101,PROD00462,2025-09-06,2,Damaged,341.7,Approved
RET001239,ORD047242,PROD00139,2025-11-12,6,Quality Issue,234.6,Approved
RET001240,ORD010942,PROD00167,2025-12-29,4,Changed Mind,726.8,Approved
RET001241,ORD039398,PROD00482,2025-11-06,1,Wrong Item,188.79,Approved
RET001242,ORD030794,PROD00299,2025-10-28,1,Changed Mind,118.42,Approved
RET001243,ORD028756,PROD00125,2025-12-27,5,Quality Issue,452.85,Approved
RET001244,ORD012189,PROD00027,2025-02-07,3,Wrong Item,189.15,Approved
RET001245,ORD025772,PROD00225,2026-01-26,5,Quality Issue,538.7,Approved
RET001246,ORD000118,PROD00057,2026-01-20,1,Changed Mind,29.53,Approved
RET001247,ORD030647,PROD00464,2026-03-05,2,Damaged,224.08,Approved
RET001248,ORD030654,PROD00500,2025-02-27,7,Damaged,64.12,Approved
RET001249,ORD033643,PROD00081,2025-05-22,1,Wrong Item,127.83,Pending
RET001250,ORD026488,PROD00219,2026-05-18,6,Quality Issue,367.08,Rejected
RET001251,ORD032934,PROD00372,2025-07-15,3,Quality Issue,279.99,Approved
RET001252,ORD046485,PROD00488,2025-05-11,2,Changed Mind,325.24,Approved
RET001253,ORD044642,PROD00434,2025-06-07,5,Quality Issue,740.0,Approved
RET001254,ORD020181,PROD00348,2026-06-21,5,Not as Described,489.4,Approved
RET001255,ORD046157,PROD00068,2025-09-10,1,Late Delivery,42.56,Approved
RET001256,ORD038604,PROD00421,2025-02-11,3,Other,37.89,Approved
RET001257,ORD024105,PROD00113,2025-02-21,1,Damaged,101.19,Approved
RET001258,ORD042579,PROD00146,2025-07-27,1,Not as Described,233.11,Pending
RET001259,ORD039912,PROD00271,2026-02-05,5,Wrong Item,930.6,Approved
RET001260,ORD036357,PROD00431,2025-03-05,3,Wrong Item,201.39,Approved
RET001261,ORD038291,PROD00187,2026-02-18,1,Late Delivery,15.5,Approved
RET001262,ORD007119,PROD00036,2026-01-02,6,Not as Described,885.54,Pending
RET001263,ORD022274,PROD00273,2025-04-23,1,Other,69.18,Approved
RET001264,ORD027447,PROD00262,2026-03-07,1,Damaged,73.53,Approved
RET001265,ORD008358,PROD00048,2025-11-09,4,Not as Described,606.0,Approved
RET001266,ORD023341,PROD00376,2025-07-05,9,Changed Mind,981.18,Approved
RET001267,ORD038341,PROD00315,2025-11-26,2,Wrong Item,267.72,Pending
RET001268,ORD044419,PROD00232,2025-10-01,9,Not as Described,1136.25,Approved
RET001269,ORD032896,PROD00490,2026-05-07,4,Other,610.64,Rejected
RET001270,ORD011005,PROD00133,2026-03-09,5,Not as Described,78.65,Approved
RET001271,ORD021869,PROD00104,2026-05-31,1,Wrong Item,177.25,Approved
RET001272,ORD040309,PROD00288,2025-11-14,1,Not as Described,38.75,Approved
RET001273,ORD013035,PROD00273,2025-11-02,2,Quality Issue,138.36,Approved
RET001274,ORD001231,PROD00276,2025-09-30,3,Late Delivery,595.71,Approved
RET001275,ORD013039,PROD00187,2025-02-04,2,Damaged,31.0,Approved
RET001276,ORD006049,PROD00426,2025-07-02,7,Quality Issue,792.82,Approved
RET001277,ORD015472,PROD00058,2025-06-17,3,Late Delivery,174.54,Pending
RET001278,ORD047852,PROD00315,2026-03-30,1,Other,133.86,Approved
RET001279,ORD037005,PROD00219,2025-05-19,3,Wrong Item,183.54,Approved
RET001280,ORD026265,PROD00177,2025-05-10,1,Late Delivery,167.83,Approved
RET001281,ORD025765,PROD00428,2025-08-22,2,Wrong Item,156.72,Approved
RET001282,ORD010055,PROD00374,2025-07-25,8,Late Delivery,108.16,Approved
RET001283,ORD018106,PROD00169,2025-03-04,1,Late Delivery,181.16,Approved
RET001284,ORD048753,PROD00252,2025-06-09,8,Late Delivery,281.6,Pending
RET001285,ORD030387,PROD00296,2025-12-09,7,Other,66.99,Approved
RET001286,ORD039013,PROD00457,2026-04-02,7,Damaged,1268.19,Approved
RET001287,ORD004616,PROD00112,2025-02-05,1,Late Delivery,25.43,Approved
RET001288,ORD034622,PROD00352,2026-03-18,5,Not as Described,396.55,Approved
RET001289,ORD011438,PROD00071,2025-07-07,5,Other,647.4,Approved
RET001290,ORD009306,PROD00194,2025-08-28,1,Damaged,141.52,Rejected
RET001291,ORD021674,PROD00399,2026-04-05,4,Not as Described,537.0,Approved
RET001292,ORD018114,PROD00039,2026-01-03,6,Late Delivery,765.12,Approved
RET001293,ORD029588,PROD00230,2025-10-18,1,Not as Described,44.83,Approved
RET001294,ORD036985,PROD00151,2026-06-23,2,Changed Mind,296.4,Approved
RET001295,ORD025824,PROD00291,2025-08-03,8,Quality Issue,1289.36,Approved
RET001296,ORD035969,PROD00425,2026-06-10,3,Changed Mind,566.76,Approved
RET001297,ORD016634,PROD00094,2025-11-19,3,Damaged,300.57,Approved
RET001298,ORD046040,PROD00112,2026-01-03,5,Changed Mind,127.15,Approved
RET001299,ORD014252,PROD00040,2026-07-19,6,Other,923.7,Approved
RET001300,ORD040226,PROD00134,2026-04-30,3,Wrong Item,52.44,Approved
RET001301,ORD040818,PROD00034,2026-07-18,7,Changed Mind,44.17,Pending
RET001302,ORD028877,PROD00352,2025-07-04,5,Changed Mind,396.55,Pending
RET001303,ORD004088,PROD00325,2025-09-25,1,Changed Mind,70.7,Approved
RET001304,ORD046742,PROD00282,2025-08-08,2,Not as Described,44.24,Approved
RET001305,ORD016366,PROD00477,2025-06-04,5,Damaged,874.8,Approved
RET001306,ORD048806,PROD00128,2026-06-19,3,Other,622.23,Approved
RET001307,ORD030692,PROD00016,2026-05-10,1,Quality Issue,21.88,Approved
RET001308,ORD017581,PROD00441,2025-08-17,1,Late Delivery,99.27,Approved
RET001309,ORD021256,PROD00331,2026-01-16,1,Wrong Item,152.79,Approved
RET001310,ORD017577,PROD00276,2025-05-13,2,Changed Mind,397.14,Approved
RET001311,ORD030768,PROD00046,2026-06-03,7,Other,272.79,Approved
RET001312,ORD044020,PROD00134,2026-03-11,1,Quality Issue,17.48,Approved
